Discipline,Gender,Event,order,ENG Description,FRA Description,POR Description,SPA Description,ENG longdescription,FRA longdescription,POR longdescription,SPA longdescription,Team Event
SH,M,000,,Men,Hommes,Masculino,Masculino,Men,Hommes,Masculino,Masculino,
SH,M,101,3,10m Air Rifle Men,10 m rifle à air - hommes,Carabina de ar 10m masculino,10m rifle de aire masculino,10m Air Rifle Men,10 m rifle à air - hommes,Carabina de ar 10m masculino,10m rifle de aire masculino,N
SH,M,103,2,50m Rifle Prone Men,50 m rifle couché - hommes,Carabina deitado 50m masculino,50m rifle tendido masculino,50m Rifle Prone Men,50 m rifle couché - hommes,Carabina deitado 50m masculino,50m rifle tendido masculino,N
SH,M,104,1,50m Rifle 3 Positions Men,50 m rifle 3 positions - hommes,Carabina três posições 50m masculino,50m rifle 3 posiciones masculino,50m Rifle 3 Positions Men,50 m rifle 3 positions - hommes,Carabina três posições 50m masculino,50m rifle 3 posiciones masculino,N
SH,M,201,4,50m Pistol Men,50 m pistolet - hommes,Pistola 50m masculino,50m pistola masculino,50m Pistol Men,50 m pistolet - hommes,Pistola 50m masculino,50m pistola masculino,N
SH,M,202,5,25m Rapid Fire Pistol Men,25 m pistolet feu rapide - hommes,Pistola de tiro rápido 25m masculino,25m pistola tiro rápido masculino,25m Rapid Fire Pistol Men,25 m pistolet feu rapide - hommes,Pistola de tiro rápido 25m masculino,25m pistola tiro rápido masculino,N
SH,M,203,6,10m Air Pistol Men,10 m pistolet à air - hommes,Pistola de ar 10m masculino,10m pistola de aire masculino,10m Air Pistol Men,10 m pistolet à air - hommes,Pistola de ar 10m masculino,10m pistola de aire masculino,N
SH,M,401,7,Trap Men,Fosse olympique - hommes,Fossa olímpica masculino,Fosa masculino,Trap Men,Fosse olympique - hommes,Fossa olímpica masculino,Fosa masculino,N
SH,M,402,8,Double Trap Men,Double trap - hommes,Fossa double masculino,Doble fosa masculino,Double Trap Men,Double trap - hommes,Fossa double masculino,Doble fosa masculino,N
SH,M,403,9,Skeet Men,Skeet - hommes,Skeet masculino,Skeet masculino,Skeet Men,Skeet - hommes,Skeet masculino,Skeet masculino,N
SH,W,000,,Women,Femmes,Feminino,Femenino,Women,Femmes,Feminino,Femenino,
SH,W,101,11,10m Air Rifle Women,10 m rifle à air - femmes,Carabina de ar 10m feminino,10m rifle de aire femenino,10m Air Rifle Women,10 m rifle à air - femmes,Carabina de ar 10m feminino,10m rifle de aire femenino,N
SH,W,104,10,50m Rifle 3 Positions Women,50 m rifle 3 positions - femmes,Carabina três posições 50m feminino,50m rifle 3 posiciones femenino,50m Rifle 3 Positions Women,50 m rifle 3 positions - femmes,Carabina três posições 50m feminino,50m rifle 3 posiciones femenino,N
SH,W,203,13,10m Air Pistol Women,10 m pistolet à air - femmes,Pistola de ar 10m feminino,10m pistola de aire femenino,10m Air Pistol Women,10 m pistolet à air - femmes,Pistola de ar 10m feminino,10m pistola de aire femenino,N
SH,W,204,12,25m Pistol Women,25 m pistolet - femmes,Pistola 25m feminino,25m pistola femenino,25m Pistol Women,25 m pistolet - femmes,Pistola 25m feminino,25m pistola femenino,N
SH,W,401,14,Trap Women,Fosse olympique - femmes,Fossa olímpica feminino,Fosa femenino,Trap Women,Fosse olympique - femmes,Fossa olímpica feminino,Fosa femenino,N
SH,W,403,15,Skeet Women,Skeet - femmes,Skeet feminino,Skeet femenino,Skeet Women,Skeet - femmes,Skeet feminino,Skeet femenino,N
SW,0,000,,Swimming,Natation,Natação,Natación,Swimming,Natation,Natação,Natación,
SW,0,OAS,,Olympic Aquatics Stadium,Stade olympique de sports aquatiques,Estádio Aquático Olímpico,Estadio Acuático Olímpico,Olympic Aquatics Stadium,Stade olympique de sports aquatiques,Estádio Aquático Olímpico,Estadio Acuático Olímpico,
SW,M,000,,Men,Hommes,Masculino,Masculino,Men,Hommes,Masculino,Masculino,
SW,M,010,18,Men's 50m Freestyle,50 m nage libre - hommes,50m livre masculino ,50m estilo libre masculino,Men's 50m Freestyle,50 m nage libre - hommes,50m livre masculino ,50m estilo libre masculino,N
SW,M,011,19,Men's 100m Freestyle,100 m nage libre - hommes,100m livre masculino,100m estilo libre masculino,Men's 100m Freestyle,100 m nage libre - hommes,100m livre masculino,100m estilo libre masculino,N
SW,M,012,20,Men's 200m Freestyle,200 m nage libre - hommes,200m livre masculino,200m estilo libre masculino,Men's 200m Freestyle,200 m nage libre - hommes,200m livre masculino,200m estilo libre masculino,N
SW,M,014,21,Men's 400m Freestyle,400 m nage libre - hommes,400m livre masculino,400m estilo libre masculino,Men's 400m Freestyle,400 m nage libre - hommes,400m livre masculino,400m estilo libre masculino,N
SW,M,015,22,Men's 1500m Freestyle,1 500 m nage libre - hommes,1.500m livre masculino,1500m estilo libre masculino,Men's 1500m Freestyle,1 500 m nage libre - hommes,1.500m livre masculino,1500m estilo libre masculino,N
SW,M,021,27,Men's 100m Butterfly,100 m papillon - hommes,100m borboleta masculino,100m mariposa masculino,Men's 100m Butterfly,100 m papillon - hommes,100m borboleta masculino,100m mariposa masculino,N
SW,M,022,28,Men's 200m Butterfly,200 m papillon - hommes,200m borboleta masculino,200m mariposa masculino,Men's 200m Butterfly,200 m papillon - hommes,200m borboleta masculino,200m mariposa masculino,N
SW,M,031,25,Men's 100m Breaststroke,100 m brasse - hommes,100m peito masculino,100m braza masculino,Men's 100m Breaststroke,100 m brasse - hommes,100m peito masculino,100m braza masculino,N
SW,M,032,26,Men's 200m Breaststroke,200 m brasse - hommes,200m peito masculino,200m braza masculino,Men's 200m Breaststroke,200 m brasse - hommes,200m peito masculino,200m braza masculino,N
SW,M,041,23,Men's 100m Backstroke,100 m dos - hommes,100m costas masculino,100m espalda masculino,Men's 100m Backstroke,100 m dos - hommes,100m costas masculino,100m espalda masculino,N
SW,M,042,24,Men's 200m Backstroke,200 m dos - hommes,200m costas masculino,200m espalda masculino,Men's 200m Backstroke,200 m dos - hommes,200m costas masculino,200m espalda masculino,N
SW,M,052,29,Men's 200m Individual Medley,200 m 4 nages individuel - hommes,200m medley masculino,200m combinado individual masculino,Men's 200m Individual Medley,200 m 4 nages individuel - hommes,200m medley masculino,200m combinado individual masculino,N
SW,M,054,30,Men's 400m Individual Medley,400 m 4 nages individuel - hommes,400m medley masculino,400m combinado individual masculino,Men's 400m Individual Medley,400 m 4 nages individuel - hommes,400m medley masculino,400m combinado individual masculino,N
SW,M,411,31,Men's 4 x 100m Freestyle Relay,Relais 4x100 m nage libre - hommes,Revezamento 4x100m livre masculino,Relevo 4x100m estilo libre masculino,Men's 4 x 100m Freestyle Relay,Relais 4x100 m nage libre - hommes,Revezamento 4x100m livre masculino,Relevo 4x100m estilo libre masculino,Y
SW,M,412,32,Men's 4 x 200m Freestyle Relay,Relais 4x200 m nage libre - hommes,Revezamento 4x200m livre masculino,Relevo 4x200m estilo libre masculino,Men's 4 x 200m Freestyle Relay,Relais 4x200 m nage libre - hommes,Revezamento 4x200m livre masculino,Relevo 4x200m estilo libre masculino,Y
SW,M,451,33,Men's 4 x 100m Medley Relay,Relais 4x100 m 4 nages - hommes,Revezamento 4x100m medley masculino,Relevo 4x100m combinado masculino,Men's 4 x 100m Medley Relay,Relais 4x100 m 4 nages - hommes,Revezamento 4x100m medley masculino,Relevo 4x100m combinado masculino,Y
SW,W,000,,Women,Femmes,Feminino,Femenino,Women,Femmes,Feminino,Femenino,
SW,W,010,1,Women's 50m Freestyle,50 m nage libre - femmes,50m livre feminino,50m estilo libre femenino,Women's 50m Freestyle,50 m nage libre - femmes,50m livre feminino,50m estilo libre femenino,N
SW,W,011,2,Women's 100m Freestyle,100 m nage libre - femmes,100m livre feminino,100m estilo libre femenino,Women's 100m Freestyle,100 m nage libre - femmes,100m livre feminino,100m estilo libre femenino,N
SW,W,012,3,Women's 200m Freestyle,200 m nage libre - femmes,200m livre feminino,200m estilo libre femenino,Women's 200m Freestyle,200 m nage libre - femmes,200m livre feminino,200m estilo libre femenino,N
SW,W,014,4,Women's 400m Freestyle,400 m nage libre - femmes,400m livre feminino,400m estilo libre femenino,Women's 400m Freestyle,400 m nage libre - femmes,400m livre feminino,400m estilo libre femenino,N
SW,W,018,5,Women's 800m Freestyle,800 m nage libre - femmes,800m livre feminino,800m estilo libre femenino,Women's 800m Freestyle,800 m nage libre - femmes,800m livre feminino,800m estilo libre femenino,N
SW,W,021,10,Women's 100m Butterfly,100 m papillon - femmes,100m borboleta feminino,100m mariposa femenino,Women's 100m Butterfly,100 m papillon - femmes,100m borboleta feminino,100m mariposa femenino,N
SW,W,022,11,Women's 200m Butterfly,200 m papillon - femmes,200m borboleta feminino,200m mariposa femenino,Women's 200m Butterfly,200 m papillon - femmes,200m borboleta feminino,200m mariposa femenino,N
SW,W,031,8,Women's 100m Breaststroke,100 m brasse - femmes,100m peito feminino,100m braza femenino,Women's 100m Breaststroke,100 m brasse - femmes,100m peito feminino,100m braza femenino,N
SW,W,032,9,Women's 200m Breaststroke,200 m brasse - femmes,200m peito feminino,200m braza femenino,Women's 200m Breaststroke,200 m brasse - femmes,200m peito feminino,200m braza femenino,N
SW,W,041,6,Women's 100m Backstroke,100 m dos - femmes,100m costas feminino,100m espalda femenino,Women's 100m Backstroke,100 m dos - femmes,100m costas feminino,100m espalda femenino,N
SW,W,042,7,Women's 200m Backstroke,200 m dos - femmes,200m costas feminino,200m espalda femenino,Women's 200m Backstroke,200 m dos - femmes,200m costas feminino,200m espalda femenino,N
SW,W,052,12,Women's 200m Individual Medley,200 m 4 nages individuel - femmes,200m medley feminino,200m combinado individual femenino,Women's 200m Individual Medley,200 m 4 nages individuel - femmes,200m medley feminino,200m combinado individual femenino,N
SW,W,054,13,Women's 400m Individual Medley,400 m 4 nages individuel - femmes,400m medley feminino,400m combinado individual femenino,Women's 400m Individual Medley,400 m 4 nages individuel - femmes,400m medley feminino,400m combinado individual femenino,N
SW,W,411,14,Women's 4 x 100m Freestyle Relay,Relais 4x100 m nage libre - femmes,Revezamento 4x100m livre feminino,Relevo 4x100m estilo libre femenino,Women's 4 x 100m Freestyle Relay,Relais 4x100 m nage libre - femmes,Revezamento 4x100m livre feminino,Relevo 4x100m estilo libre femenino,Y
SW,W,412,15,Women's 4 x 200m Freestyle Relay,Relais 4x200 m nage libre - femmes,Revezamento 4x200m livre feminino,Relevo 4x200m estilo libre femenino,Women's 4 x 200m Freestyle Relay,Relais 4x200 m nage libre - femmes,Revezamento 4x200m livre feminino,Relevo 4x200m estilo libre femenino,Y
SW,W,451,16,Women's 4 x 100m Medley Relay,Relais 4x100 m 4 nages - femmes,Revezamento 4x100m medley feminino,Relevo 4x100m combinado femenino,Women's 4 x 100m Medley Relay,Relais 4x100 m 4 nages - femmes,Revezamento 4x100m medley feminino,Relevo 4x100m combinado femenino,Y
SY,0,000,,Synchronised Swimming,Natation synchronisée,Nado sincronizado,Nado sincronizado,Synchronised Swimming,Natation synchronisée,Nado sincronizado,Nado sincronizado,
SY,0,AQC,,Maria Lenk Aquatic Centre,Centre aquatique Maria Lenk,Centro Aquático Maria Lenk,Centro Acuático Maria Lenk,Maria Lenk Aquatic Centre,Centre aquatique Maria Lenk,Centro Aquático Maria Lenk,Centro Acuático Maria Lenk,
SY,W,201,1,Duets,Duos,Duetos,Duetos,Duets,Duos,Duetos,Duetos,Y
SY,W,401,2,Teams,Épreuve par équipes,Equipes,Equipos,Teams,Épreuve par équipes,Equipes,Equipos,Y
TE,0,000,,Tennis,Tennis,Tênis,Tenis,Tennis,Tennis,Tênis,Tenis,
TE,0,OTN,,Olympic Tennis Centre,Centre olympique de tennis,Centro Olímpico de Tênis,Centro Olímpico de Tenis,Olympic Tennis Centre,Centre olympique de tennis,Centro Olímpico de Tênis,Centro Olímpico de Tenis,
TE,M,000,,Men,Hommes,Masculino,Masculino,Men,Hommes,Masculino,Masculino,
TE,M,001,1,Men's Singles,Simple hommes,Simples masculino,Individual masculino,Men's Singles,Simple hommes,Simples masculino,Individual masculino,
TE,M,002,3,Men's Doubles,Double hommes,Duplas masculinas,Dobles masculinos,Men's Doubles,Double hommes,Duplas masculinas,Dobles masculinos,
TE,W,000,,Women,Femmes,Feminino,Femenino,Women,Femmes,Feminino,Femenino,
TE,W,001,2,Women's Singles,Simple femmes,Simples feminino,Individual femenino,Women's Singles,Simple femmes,Simples feminino,Individual femenino,
TE,W,002,4,Women's Doubles,Double femmes,Duplas femininas,Dobles femeninos,Women's Doubles,Double femmes,Duplas femininas,Dobles femeninos,
TE,X,002,5,Mixed Doubles,Double mixte,Duplas mistas,Dobles mixtos,Mixed Doubles,Double mixte,Duplas mistas,Dobles mixtos,
TK,0,000,,Taekwondo,Taekwondo,Taekwondo,Taekwondo,Taekwondo,Taekwondo,Taekwondo,Taekwondo,
TK,0,CA3,,Carioca Arena 3,Carioca Arena 3,Arena Carioca 3,Arena Carioca 3,Carioca Arena 3,Carioca Arena 3,Arena Carioca 3,Arena Carioca 3,
TK,M,000,,Men,Hommes,Masculino,Masculino,Men,Hommes,Masculino,Masculino,
TK,M,058,1,Men -58kg,-58 kg - hommes,Até 58kg masculino,-58kg masculino,Men -58kg,-58 kg - hommes,Até 58kg masculino,-58kg masculino,N
TK,M,068,2,Men -68kg,-68 kg - hommes,Até 68kg masculino,-68kg masculino,Men -68kg,-68 kg - hommes,Até 68kg masculino,-68kg masculino,N
TK,M,080,3,Men -80kg,-80 kg - hommes,Até 80kg masculino,-80kg masculino,Men -80kg,-80 kg - hommes,Até 80kg masculino,-80kg masculino,N
TK,M,180,4,Men +80kg,+80 kg - hommes,Acima de 80kg masculino,+80kg masculino,Men +80kg,+80 kg - hommes,Acima de 80kg masculino,+80kg masculino,N
TK,W,000,,Women,Femmes,Feminino,Femenino,Women,Femmes,Feminino,Femenino,
TK,W,049,5,Women -49kg,-49 kg - femmes,Até 49kg feminino,-49kg femenino,Women -49kg,-49 kg - femmes,Até 49kg feminino,-49kg femenino,N
TK,W,057,6,Women -57kg,-57 kg - femmes,Até 57kg feminino,-57kg femenino,Women -57kg,-57 kg - femmes,Até 57kg feminino,-57kg femenino,N
TK,W,067,7,Women -67kg,-67 kg - femmes,Até 67kg feminino,-67kg femenino,Women -67kg,-67 kg - femmes,Até 67kg feminino,-67kg femenino,N
TK,W,167,8,Women +67kg,+67 kg - femmes,Acima de 67kg feminino,+67kg femenino,Women +67kg,+67 kg - femmes,Acima de 67kg feminino,+67kg femenino,N
TR,0,000,,Triathlon,Triathlon,Triatlo,Triatlón,Triathlon,Triathlon,Triatlo,Triatlón,
TR,0,FTC,,Fort Copacabana,Fort de Copacabana,Forte de Copacabana,Fuerte de Copacabana,Fort Copacabana,Fort de Copacabana,Forte de Copacabana,Fuerte de Copacabana,
TR,M,000,,Men,Hommes,Masculino,Masculino,Men,Hommes,Masculino,Masculino,
TR,M,001,1,Men,Hommes,Masculino,Masculino,Men,Hommes,Masculino,Masculino,N
TR,W,000,,Women,Femmes,Feminino,Femenino,Women,Femmes,Feminino,Femenino,
TR,W,001,2,Women,Femmes,Feminino,Femenino,Women,Femmes,Feminino,Femenino,N
TT,0,000,,Table Tennis,Tennis de table,Tênis de mesa,Tenis de mesa,Table Tennis,Tennis de table,Tênis de mesa,Tenis de mesa,
TT,0,001,,Table Tennis Singles,Tennis de table simple,Tênis de mesa - individual,Tenis de mesa individual,Table Tennis Singles,Tennis de table simple,Tênis de mesa - individual,Tenis de mesa individual,
TT,0,400,,Table Tennis Teams,Tennis de table par équipes,Tênis de mesa - equipes,Tenis de mesa por equipos,Table Tennis Teams,Tennis de table par équipes,Tênis de mesa - equipes,Tenis de mesa por equipos,N
TT,0,RC3,,Riocentro - Pavilion 3,Riocentro - Pavillon 3,Riocentro - Pavilhão 3,Riocentro - Pabellón 3,Riocentro - Pavilion 3,Riocentro - Pavillon 3,Riocentro - Pavilhão 3,Riocentro - Pabellón 3,
TT,M,000,,Men,Hommes,Masculino,Masculino,Men,Hommes,Masculino,Masculino,
TT,M,001,4,Men's Singles,Simple hommes,Individual masculino,Individual masculino,Men's Singles,Simple hommes,Individual masculino,Individual masculino,N
TT,M,400,2,Men's Team,Par équipes hommes,"Competição por equipes, masculino","Competencia por equipos, masculino",Men's Team,Par équipes hommes,"Competição por equipes, masculino","Competencia por equipos, masculino",Y
TT,M,A00,,Men's Team Match 1,Par équipes hommes - match 1,Equipes masculinas - jogo 1,"Equipos, masculino - partido 1",Men's Team Match 1,Par équipes hommes - match 1,Equipes masculinas - jogo 1,"Competencia por equipos, masculino - partido 1",N
TT,M,B00,,Men's Team Match 2,Par équipes hommes - match 2,Equipes masculinas - jogo 2,"Equipos, masculino - partido 2",Men's Team Match 2,Par équipes hommes - match 2,Equipes masculinas - jogo 2,"Competencia por equipos, masculino - partido 2",N
TT,M,C00,,Men's Team Match 3,Par équipes hommes - match 3,Equipes masculinas - jogo 3,"Equipos, masculino - partido 3",Men's Team Match 3,Par équipes hommes - match 3,Equipes masculinas - jogo 3,"Competencia por equipos, masculino - partido 3",N
TT,M,D00,,Men's Team Match 4,Par équipes hommes - match 4,Equipes masculinas - jogo 4,"Equipos, masculino - partido 4",Men's Team Match 4,Par équipes hommes - match 4,Equipes masculinas - jogo 4,"Competencia por equipos, masculino - partido 4",N
TT,M,E00,,Men's Team Match 5,Par équipes hommes - match 5,Equipes masculinas - jogo 5,"Equipos, masculino - partido 5",Men's Team Match 5,Par équipes hommes - match 5,Equipes masculinas - jogo 5,"Competencia por equipos, masculino - partido 5",N
TT,W,000,,Women,Femmes,Feminino,Femenino,Women,Femmes,Feminino,Femenino,
TT,W,001,3,Women's Singles,Simple femmes,Individual feminino,Individual femenino,Women's Singles,Simple femmes,Individual feminino,Individual femenino,N
TT,W,400,1,Women's Team,Par équipes femmes,"Competição por equipes, feminino","Competencia por equipos, femenino",Women's Team,Par équipes femmes,"Competição por equipes, feminino","Competencia por equipos, femenino",Y
TT,W,A00,,Women's Team Match 1,Par équipes femmes - match 1,Equipes femininas - jogo 1,"Equipos, femenino - partido 1",Women's Team Match 1,Par équipes femmes - match 1,Equipes femininas - jogo 1,"Competencia por equipos, femenino - partido 1",N
TT,W,B00,,Women's Team Match 2,Par équipes femmes - match 2,Equipes femininas - jogo 2,"Equipos, femenino - partido 2",Women's Team Match 2,Par équipes femmes - match 2,Equipes femininas - jogo 2,"Competencia por equipos, femenino - partido 2",N
TT,W,C00,,Women's Team Match 3,Par équipes femmes - match 3,Equipes femininas - jogo 3,"Equipos, femenino - partido 3",Women's Team Match 3,Par équipes femmes - match 3,Equipes femininas - jogo 3,"Competencia por equipos, femenino - partido 3",N
TT,W,D00,,Women's Team Match 4,Par équipes femmes - match 4,Equipes femininas - jogo 4,"Equipos, femenino - partido 4",Women's Team Match 4,Par équipes femmes - match 4,Equipes femininas - jogo 4,"Competencia por equipos, femenino - partido 4",N
TT,W,E00,,Women's Team Match 5,Par équipes femmes - match 5,Equipes femininas - jogo 5,"Equipos, femenino - partido 5",Women's Team Match 5,Par équipes femmes - match 5,Equipes femininas - jogo 5,"Competencia por equipos, femenino - partido 5",N
UT,0,ART,,Archery Training,Entraînement de tir à l'arc,Treinamento de tiro com arco,Entrenamiento de Tiro con arco,Archery Training,Entraînement de tir à l'arc,Treinamento de tiro com arco,Entrenamiento de Tiro con arco,
UT,0,ATT,,Athletics Training,Entraînement d'athlétisme,Treinamento de atletismo,Entrenamiento de Atletismo,Athletics Training,Entraînement d'athlétisme,Treinamento de atletismo,Entrenamiento de Atletismo,
UT,0,BDT,,Badminton Training,Entraînement de badminton,Treinamento de badminton,Entrenamiento de Bádminton,Badminton Training,Entraînement de badminton,Treinamento de badminton,Entrenamiento de Bádminton,
UT,0,BKT,,Basketball Training,Entraînement de basketball,Treinamento de basquetebol,Entrenamiento de Baloncesto,Basketball Training,Entraînement de basketball,Treinamento de basquetebol,Entrenamiento de Baloncesto,
UT,0,BVT,,Beach Volleyball Training,Entraînement de volleyball de plage,Treinamento de vôlei de praia,Entrenamiento de Voleibol de playa,Beach Volleyball Training,Entraînement de volleyball de plage,Treinamento de vôlei de praia,Entrenamiento de Voleibol de playa,
UT,0,BXT,,Boxing Training,Entraînement de boxe,Treinamento de boxe,Entrenamiento de Boxeo,Boxing Training,Entraînement de boxe,Treinamento de boxe,Entrenamiento de Boxeo,
UT,0,CBT,,Cycling BMX Training,Entraînement de BMX,Treinamento de BMX,Entrenamiento de Ciclismo BMX,Cycling BMX Training,Entraînement de BMX,Treinamento de BMX,Entrenamiento de Ciclismo BMX,
UT,0,CFT,,Canoe Sprint Racing Training,"Entraînement de canoë-kayak, ligne",Treinamento de canoagem velocidade,Entrenamiento de Canotaje de velocidad,Canoe Sprint Racing Training,"Entraînement de canoë-kayak, ligne",Treinamento de canoagem velocidade,Entrenamiento de Canotaje de velocidad,
UT,0,CMT,,Cycling Mountain Bike Training,Entraînement de cyclisme mountain bike,Treinamento de ciclismo mountain bike,Entrenamiento de Ciclismo de montaña,Cycling Mountain Bike Training,Entraînement de cyclisme mountain bike,Treinamento de ciclismo mountain bike,Entrenamiento de Ciclismo de montaña,
UT,0,CRT,,Cycling Road Training,Entraînement de cyclisme sur route,Treinamento de ciclismo de estrada,Entrenamiento de Ciclismo de ruta,Cycling Road Training,Entraînement de cyclisme sur route,Treinamento de ciclismo de estrada,Entrenamiento de Ciclismo de ruta,
UT,0,CST,,Canoe Slalom Racing Training,"Entraînement de canoë-kayak, slalom",Treinamento de canoagem slalom,Entrenamiento de Canotaje eslalon,Canoe Slalom Racing Training,"Entraînement de canoë-kayak, slalom",Treinamento de canoagem slalom,Entrenamiento de Canotaje eslalon,
UT,0,CTT,,Cycling Track Training,Entraînement de cyclisme sur piste,Treinamento de ciclismo de pista,Entrenamiento de Ciclismo de pista,Cycling Track Training,Entraînement de cyclisme sur piste,Treinamento de ciclismo de pista,Entrenamiento de Ciclismo de pista,
UT,0,DVT,,Diving Training,Entraînement de plongeon,Treinamento de saltos ornamentais,Entrenamiento de Clavados,Diving Training,Entraînement de plongeon,Treinamento de saltos ornamentais,Entrenamiento de Clavados,
UT,0,EQT,,Equestrian Training,Entraînement de sports équestres,Treinamento de hipismo,Entrenamiento de Ecuestre,Equestrian Training,Entraînement de sports équestres,Treinamento de hipismo,Entrenamiento de Ecuestre,
UT,0,FBT,,Football Training,Entraînement de football,Treinamento de futebol ,Entrenamiento de Fútbol,Football Training,Entraînement de football,Treinamento de futebol ,Entrenamiento de Fútbol,
UT,0,FET,,Fencing Training,Entraînement d'escrime,Treinamento de esgrima,Entrenamiento de Esgrima,Fencing Training,Entraînement d'escrime,Treinamento de esgrima,Entrenamiento de Esgrima,
UT,0,GAT,,Artistic Gymnastics Training,Entraînement de gymnastique artistique,Treinamento de ginástica artística,Entrenamiento de Gimnasia artística,Artistic Gymnastics Training,Entraînement de gymnastique artistique,Treinamento de ginástica artística,Entrenamiento de Gimnasia artística,
UT,0,GOT,,Golf Training,Entraînement de golf,Treinamento de golfe,Entrenamiento de Golf,Golf Training,Entraînement de golf,Treinamento de golfe,Entrenamiento de Golf,
UT,0,GRT,,Rhythmic Gymnastics Training,Entraînement de gymnastique rythmique,Treinamento de ginástica rítmica,Entrenamiento de Gimnasia rítmica,Rhythmic Gymnastics Training,Entraînement de gymnastique rythmique,Treinamento de ginástica rítmica,Entrenamiento de Gimnasia rítmica,
UT,0,GTT,,Trampoline Gymnastics Training,Entraînement de trampoline,Treinamento de ginástica de trampolim,Entrenamiento de Gimnasia en trampolín,Trampoline Gymnastics Training,Entraînement de trampoline,Treinamento de ginástica de trampolim,Entrenamiento de Gimnasia en trampolín,
UT,0,HBT,,Handball Training,Entraînement de handball,Treinamento de handebol,Entrenamiento de Balonmano,Handball Training,Entraînement de handball,Treinamento de handebol,Entrenamiento de Balonmano,
UT,0,HOT,,Hockey Training,Entraînement de hockey,Treinamento de hóquei sobre grama,Entrenamiento de Hockey sobre césped,Hockey Training,Entraînement de hockey,Treinamento de hóquei sobre grama,Entrenamiento de Hockey sobre césped,
UT,0,JUT,,Judo Training,Entraînement de judo,Treinamento de judô,Entrenamiento de Judo,Judo Training,Entraînement de judo,Treinamento de judô,Entrenamiento de Judo,
UT,0,MPT,,Modern Pentathlon Training,Entraînement de pentathlon moderne,Treinamento de pentatlo moderno,Entrenamiento de Pentatlón moderno,Modern Pentathlon Training,Entraînement de pentathlon moderne,Treinamento de pentatlo moderno,Entrenamiento de Pentatlón moderno,
UT,0,OWT,,Marathon Swimming Training,Entraînement de natation de marathon,Treinamento de maratonas aquáticas,Entrenamiento de Aguas abiertas,Marathon Swimming Training,Entraînement de natation de marathon,Treinamento de maratonas aquáticas,Entrenamiento de Aguas abiertas,
UT,0,ROT,,Rowing Training,Entraînement d'aviron,Treinamento de remo,Entrenamiento de Remo,Rowing Training,Entraînement d'aviron,Treinamento de remo,Entrenamiento de Remo,
UT,0,RUT,,Rugby Training,Entraînement de rugby,Treinamento de Rugby,Entrenamiento de Rugby,Rugby Training,Entraînement de rugby,Treinamento de Rugby,Entrenamiento de Rugby,
UT,0,SAT,,Sailing Training,Entraînement de voile,Treinamento de vela ,Entrenamiento de Vela,Sailing Training,Entraînement de voile,Treinamento de vela ,Entrenamiento de Vela,
UT,0,SHT,,Shooting Training,Entraînement de tir,Treinamento de tiro esportivo,Entrenamiento de Tiro,Shooting Training,Entraînement de tir,Treinamento de tiro esportivo,Entrenamiento de Tiro,
UT,0,SWT,,Swimming Training,Entraînement de natation,Treinamento de natação,Entrenamiento de Natación,Swimming Training,Entraînement de natation,Treinamento de natação,Entrenamiento de Natación,
UT,0,SYT,,Synchronised Swimming Training,Entraînement de natation synchronisée,Treinamento de nado sincronizado,Entrenamiento de Nado Sincronizado,Synchronised Swimming Training,Entraînement de natation synchronisée,Treinamento de nado sincronizado,Entrenamiento de Nado Sincronizado,
UT,0,TET,,Tennis Training,Entraînement de tennis,Treinamento de tênis,Entrenamiento de Tenis,Tennis Training,Entraînement de tennis,Treinamento de tênis,Entrenamiento de Tenis,
UT,0,TKT,,Taekwondo Training,Entraînement de taekwondo,Treinamento de taekwondo,Entrenamiento de Taekwondo,Taekwondo Training,Entraînement de taekwondo,Treinamento de taekwondo,Entrenamiento de Taekwondo,
UT,0,TRT,,Triathlon Training,Entraînement de triathlon,Treinamento de triatlo,Entrenamiento de Triatlón,Triathlon Training,Entraînement de triathlon,Treinamento de triatlo,Entrenamiento de Triatlón,
UT,0,TTT,,Table Tennis Training,Entraînement de tennis de table,Treinamento de tênis de mesa,Entrenamiento de Tenis de mesa,Table Tennis Training,Entraînement de tennis de table,Treinamento de tênis de mesa,Entrenamiento de Tenis de mesa,
UT,0,VOT,,Volleyball Training,Entraînement de volleyball,Treinamento de voleibol,Entrenamiento de Voleibol,Volleyball Training,Entraînement de volleyball,Treinamento de voleibol,Entrenamiento de Voleibol,
UT,0,WLT,,Weightlifting Training,Entraînement d'haltérophilie,Treinamento de levantamento de peso,Entrenamiento de Levantamiento de pesas,Weightlifting Training,Entraînement d'haltérophilie,Treinamento de levantamento de peso,Entrenamiento de Levantamiento de pesas,
UT,0,WPT,,Water Polo Training,Entraînement de water-polo,Treinamento de polo aquático,Entrenamiento de Polo acuático,Water Polo Training,Entraînement de water-polo,Treinamento de polo aquático,Entrenamiento de Polo acuático,
UT,0,WRT,,Wrestling Training,Entraînement de lutte,Treinamento de luta olímpica ,Entrenamiento de Lucha,Wrestling Training,Entraînement de lutte,Treinamento de luta olímpica ,Entrenamiento de Lucha,
VB,0,000,,Volleyball Sport,Volleyball,Voleibol,Voleibol,Volleyball Sport,Volleyball,Voleibol,Voleibol,
VO,0,000,,Volleyball,Volleyball,Voleibol,Voleibol,Volleyball,Volleyball,Voleibol,Voleibol,
