No.,"Common Codes
Version",CCN,Code set nr,Code Set,Code Set Owner,Date Raised,Status ,Description,Next steps
,v9.1,INC0159723,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-02-20T00:00:00+00:00,Closed,Modified medal flags for ATM237200 and ATM237101,Complete--change has been implemented
,v9.1,INC0152788,OCC004,Website,ATOS,2012-02-20T00:00:00+00:00,Open,Added websites,Complete--change has been implemented
,v9.1,INC0152788,OCC019,Website type,ATOS,2012-02-20T00:00:00+00:00,Open,Added new website types: IPC,Complete--change has been implemented
,v9.1,INC0157292,TCC10,Event Unit - Olympic,Jam Mulcare,2012-02-21T00:00:00+00:00,Closed,Modified French translations for CM 0 000,Complete--change has been implemented
,v9.1,INC0157292,TCC25,Phase - Olympic,Jam Mulcare,2012-02-21T00:00:00+00:00,Closed,"Modified French translations for CM 0 000, to synchronise with TCC10",Complete--change has been implemented
,v9.1,INC0158019,TCC10,Event Unit - Olympic,Jam Mulcare,2012-02-21T00:00:00+00:00,Closed,Modified French translations for TT W/M 001 9,Complete--change has been implemented
,v9.1,INC0158019,TCC25,Phase - Olympic,Jam Mulcare,2012-02-21T00:00:00+00:00,Closed,"Modified French translations for TT W/M 001 9, to synchronise with TCC10",Complete--change has been implemented
,v9.1,INC0162681,TCC10,Event Unit - Olympic,Jam Mulcare,2012-02-22T00:00:00+00:00,Closed,"Deleted GRW001998, GRW001999, GRW400998 and GRW400999.
Set to Y cisSchedule for GRW0019 01/02/03/04 and GRW4009 01/02.
Set to N schedule for GRW001100 and GRW400100.",Complete--change has been implemented
,v9.1,BME,TCC08,Event - Olympic,Jam Mulcare,2012-02-23T00:00:00+00:00,Closed,"Added a new column called ""Team Event""",Complete--change has been implemented
,v9.1,BME,TCC09,Event - Paralympic,Jam Mulcare,2012-02-23T00:00:00+00:00,Closed,"Added a new column called ""Team Event""",Complete--change has been implemented
,v9.1,INC0157661,TCC10,Event Unit - Olympic,Jam Mulcare,2012-02-24T00:00:00+00:00,Closed,Modified CT EventUnit type from NONE to ATH/NOC,Complete--change has been implemented
,v9.1,INC0162849,TCC10,Event Unit - Olympic,Jam Mulcare,2012-02-27T00:00:00+00:00,Closed,Modified ENG descriptions and Competition Schedule Description for JUW052252,Complete--change has been implemented
,v9.1,INC0163428,OCC008,Location - Paralympic,ATOS,2012-02-27T00:00:00+00:00,Closed,Added the location BO6 for BO,Complete--change has been implemented
,v9.1,INC0163428,TCC44,Field of Play - Paralympic,James Savage,2012-02-27T00:00:00+00:00,Closed,Asked IKM to add the location BO6 for BO,Complete--change has been implemented
,v9.1,INC0164611,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-02-27T00:00:00+00:00,Closed,"Modified JU descriptions: ""Preliminary"" instead of ""Elimination""",Complete--change has been implemented
,v9.1,INC0164611,TCC26,Phase - Paralympic,Jam Mulcare,2012-02-27T00:00:00+00:00,Closed,"Modified JU descriptions: ""Preliminary"" instead of ""Elimination"", to synchronize TCC11 with TCC26",Complete--change has been implemented
,v9.1,INC0164802,TCC10,Event Unit - Olympic,Jam Mulcare,2012-02-28T00:00:00+00:00,Closed,Modified descriptions for TK: from 'Pre-Qualification Round' to 'Qualification Contest'.,Complete--change has been implemented
,v9.1,INC0164802,TCC25,Phase - Olympic,Jam Mulcare,2012-02-28T00:00:00+00:00,Closed,"Modified descriptions for TK: from 'Pre-Qualification Round' to 'Qualification Contest', to synchronize TCC10 with TCC25",Complete--change has been implemented
,v9.1,INC0160642,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-02-28T00:00:00+00:00,Closed,"Deleted WT M 001 6 33/41: ""Order of play available evening before"" with phase 6.
Modified the medal flags for WT 0 000 U 08/09",Complete--change has been implemented
,v9.1,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2012-02-28T00:00:00+00:00,Closed,Added CT M/W 010 event units 00,Complete--change has been implemented
,v9.2,INC0167591,OCC031,Event Clasess - Paralympic,ATOS,2012-03-05T00:00:00+00:00,Closed,Deleted old VS clasess and added the new ones,Complete--change has been implemented
,v9.2,INC0168133,TCC08,Event - Olympic,Jam Mulcare,2012-03-05T00:00:00+00:00,Closed,"Added ""Place Conditions / Weather alerts"" RSC codes for REM, RNE, RNI, RNW, RSC, RWA, RWM and RYH",Complete--change has been implemented
,v9.2,INC0168133,TCC25,Phase - Olympic,Jam Mulcare,2012-03-05T00:00:00+00:00,Closed,"Added ""Place Conditions / Weather alerts"" RSC codes for REM, RNE, RNI, RNW, RSC, RWA, RWM and RYH, to synchronize with TCC08",Complete--change has been implemented
,v9.2,INC0168133,TCC10,Event Unit - Olympic,Jam Mulcare,2012-03-05T00:00:00+00:00,Closed,"Added ""Place Conditions / Weather alerts"" RSC codes for REM, RNE, RNI, RNW, RSC, RWA, RWM and RYH, to synchronize with TCC08 and TCC25",Complete--change has been implemented
,v9.2,INC0166148,TCC32,Record Type - Olympic,Jam Mulcare,2012-03-06T00:00:00+00:00,Closed,Modified descriptions for EWRJ and WRJ in SH,Complete--change has been implemented
,v9.2,INC0167821,OCC008,Location - Paralympic,ATOS,2012-03-06T00:00:00+00:00,Closed,Modified descriptions ,Complete--change has been implemented
,v9.2,INC0167821,TCC44,Field of Play - Paralympic,James Savage,2012-03-06T00:00:00+00:00,Closed,Asked IKM to modify descritpions,Complete--change has been implemented
,v9.2,INC0167821,OCC007,Location - Olympic,ATOS,2012-03-06T00:00:00+00:00,Closed,Modified descriptions ,Complete--change has been implemented
,v9.2,INC0167821,TCC13,Field of Play - Olympic,James Savage,2012-03-06T00:00:00+00:00,Closed,Asked IKM to modify descritpions,Complete--change has been implemented
,v9.2,INC0165568,OCC007,Location - Olympic,ATOS,2012-03-06T00:00:00+00:00,Closed,Added new location for WR,Complete--change has been implemented
,v9.2,INC0165568,TCC13,Field of Play - Olympic,James Savage,2012-03-06T00:00:00+00:00,Closed,Asked IKM to add a new location for WR,Complete--change has been implemented
,v9.1,INC0152788,OCC004,Website,ATOS,2012-03-06T00:00:00+00:00,Open,Added websites,Complete--change has been implemented
,v9.1,INC0168427,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-03-06T00:00:00+00:00,Closed,"Added new ""Technical Meeting"" for WB",Complete--change has been implemented
,v9.1,INC0168427,TCC26,Phase - Paralympic,Jam Mulcare,2012-03-06T00:00:00+00:00,Closed,"Added new ""Technical Meeting"" for WB, to synchronize TCC11 with TCC26",Complete--change has been implemented
,v9.2,INC0169115,OCC007,Location - Olympic,ATOS,2012-03-06T00:00:00+00:00,Closed,"Modified, for TT9, Venue from ES1 to EN1. Was already done.",Complete--change has been implemented
,v9.2,INC0169115,OCC008,Location - Paralympic,ATOS,2012-03-06T00:00:00+00:00,Closed,"Added T11 for TT.
Added TT0 for TT",Complete--change has been implemented
,v9.2,INC0169115,OCC007,Location - Olympic,ATOS,2012-03-06T00:00:00+00:00,Closed,"Modified TT0 for TT.
Added T23 for TT",Complete--change has been implemented
,v9.2,BME,TCC08,Event - Olympic,Jam Mulcare,2012-03-08T00:00:00+00:00,Closed,"Deleted SW W 119 18 ""Marathon swimming technical meeting""",Complete--change has been implemented
,v9.2,INC0173130,OCC005,Function - Olympic,ATOS,2012-03-14T00:00:00+00:00,Closed,"Added new function codes for ""Results""",Complete--change has been implemented
,v9.2,INC0173130,OCC006,Function - Paralympic,ATOS,2012-03-14T00:00:00+00:00,Closed,"Added new function codes for ""Results""",Complete--change has been implemented
,v9.2,IDS Initiated,OCC005,Function - Olympic,ATOS,2012-03-14T00:00:00+00:00,Closed,"Modified descriptions for functions""ACCRED - LONDON""",Complete--change has been implemented
,v9.2,INC0169236,TCC25,Phase - Olympic,Jam Mulcare,2012-03-14T00:00:00+00:00,Closed,Modified description for WL 0 000 Q,Complete--change has been implemented
,v9.2,INC0169236,TCC10,Event Unit - Olympic,Jam Mulcare,2012-03-14T00:00:00+00:00,Closed,"Modified description for WL 0 000, to synchronize with TCC08 and TCC25",Complete--change has been implemented
,v9.2,INC0173235,TCC08,Event - Olympic,Jam Mulcare,2012-03-14T00:00:00+00:00,Closed,Added MLL venue-level RSC code for AT,Complete--change has been implemented
,v9.2,INC0173235,TCC25,Phase - Olympic,Jam Mulcare,2012-03-14T00:00:00+00:00,Closed,"Added MLL venue-level RSC code for AT, to synchronize TCC25 with TCC08",Complete--change has been implemented
,v9.2,INC0173235,TCC10,Event Unit - Olympic,Jam Mulcare,2012-03-14T00:00:00+00:00,Closed,"Added MLL venue-level RSC code for AT, to synchronize TCC10 with TCC25 and TCC08",Complete--change has been implemented
,v9.2,INC0171105,TCC10,Event Unit - Olympic,Jam Mulcare,2012-03-14T00:00:00+00:00,Closed,Modified Short Descriptions for RO,Complete--change has been implemented
,v9.2,IDS Initiated,TCC08,Event - Olympic,Jam Mulcare,2012-03-15T00:00:00+00:00,Closed,Added NGA as Global RSC code,Complete--change has been implemented
,v9.2,IDS Initiated,TCC25,Phase - Olympic,Jam Mulcare,2012-03-15T00:00:00+00:00,Closed,Added NGA as Global RSC code,Complete--change has been implemented
,v9.2,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2012-03-15T00:00:00+00:00,Closed,"Added NGA as Global RSC code, to synchronize TCC10 with TCC25",Complete--change has been implemented
,v9.2,INC0160394,TCC10,Event Unit - Olympic,Jam Mulcare,2012-03-15T00:00:00+00:00,Closed,Modified some descriptions for SH,Complete--change has been implemented
,v9.2,INC0170158,TCC25,Phase - Olympic,Jam Mulcare,2012-03-15T00:00:00+00:00,Closed,"Modified AT descriptions, changing ""Preliminaries""  for ""Preliminary Round""",Complete--change has been implemented
,v9.2,INC0170158,TCC10,Event Unit - Olympic,Jam Mulcare,2012-03-15T00:00:00+00:00,Closed,"Modified AT descriptions, changing ""Preliminaries""  for ""Preliminary Round"", to synchronize TCC10 with TCC25",Complete--change has been implemented
,v9.2,INC0173691,TCC10,Event Unit - Olympic,Jam Mulcare,2012-03-15T00:00:00+00:00,Closed,"Modified FE descriptions, changing ""Match""  for ""Bout""",Complete--change has been implemented
,v9.2,INC0173691,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-03-15T00:00:00+00:00,Closed,"Modified FE descriptions, changing ""Match""  for ""Bout""",Complete--change has been implemented
,v9.2,IDS Initiated,TCC32,Record Type - Olympic,Jam Mulcare,2012-03-15T00:00:00+00:00,Closed,"Modified Record Type code for MP from ""=MWR"" and ""=MOR"" to ""=MPWR"" and ""=MPOR"" respectively",Complete--change has been implemented
,v9.2,IDS Initiated,TCC08,Event - Olympic,Jam Mulcare,2012-03-15T00:00:00+00:00,Closed,Added for GA NGA as Venue level code,Complete--change has been implemented
,v9.2,IDS Initiated,TCC25,Phase - Olympic,Jam Mulcare,2012-03-15T00:00:00+00:00,Closed,Added for GA NGA as Venue level code,Complete--change has been implemented
,v9.2,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2012-03-15T00:00:00+00:00,Closed,"Added for GA NGA as Venue level code, to synchronize TCC10 with TCC25",Complete--change has been implemented
,v9.2,INC0171935,TCC10,Event Unit - Olympic,Jam Mulcare,2012-03-15T00:00:00+00:00,Closed,Modified AR English Descriptions to add match numbers,Complete--change has been implemented
,v9.2,IDS Initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2012-03-19T00:00:00+00:00,Closed,Added GA0000100 ,Complete--change has been implemented
,v10.1,INC0162482,TCC32,Record Type - Olympic,Jam Mulcare,2012-03-22T00:00:00+00:00,Closed,"Modified Record Type code for WL from ""WJ"" to ""JWR""",Complete--change has been implemented
,v10.1,INC0175706,TCC25,Phase - Olympic,Jam Mulcare,2012-03-23T00:00:00+00:00,Closed,"Added GA 0 000 Q and GR 0 000 Q, ""Orientation meeting""",Complete--change has been implemented
,v10.1,INC0175706,TCC10,Event Unit - Olympic,Jam Mulcare,2012-03-23T00:00:00+00:00,Closed,"Added GA 0 000 Q and GR 0 000 Q, ""Orientation meeting"", to synchronize TCC10 with TCC25",Complete--change has been implemented
,v10.1,INC0171723,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-03-26T00:00:00+00:00,Closed,"Delete for CT all references to ""Sprint Race 4""",Complete--change has been implemented
,v10.1,INC0173423,TCC10,Event Unit - Olympic,Jam Mulcare,2012-03-26T00:00:00+00:00,Closed,"Added for SA, set of Day codes: SAW010Y00...31",Complete--change has been implemented
,v10.1,INC0173423,TCC25,Phase - Olympic,Jam Mulcare,2012-03-26T00:00:00+00:00,Closed,"Added SAW010Y, to synchronize TCC25 with TCC10",Complete--change has been implemented
,v10.1,INC0173423,TCC10,Event Unit - Olympic,Jam Mulcare,2012-03-26T00:00:00+00:00,Closed,"Modified descriptions for SA ""Jury Meetings""; ""Team Leaders Meetings"" instead",Complete--change has been implemented
,v10.1,INC0173423,TCC25,Phase - Olympic,Jam Mulcare,2012-03-26T00:00:00+00:00,Closed,"Modified descriptions for SA ""Jury Meetings"", to synchronize TCC25 with TCC10",Complete--change has been implemented
,v10.1,INC0180516,TCC26,Phase - Paralympic,Jam Mulcare,2012-03-26T00:00:00+00:00,Closed,Modified JU descriptions in order to achieve consistency with TCC11,Complete--change has been implemented
,v10.1,INC0152788,OCC004,Website - Olympic,ATOS,2012-03-27T00:00:00+00:00,Closed,Added Olympic websites,Complete--change has been implemented
,v10.1,INC0152788,OCC033,Website - Paralympic,ATOS,2012-03-27T00:00:00+00:00,Closed,Added Paralympic websites,Complete--change has been implemented
,v10.1,IDS initiated,TCC10,Event Unit - Olympic,Jam Mulcare,2012-03-27T00:00:00+00:00,Closed,"Modified SH descriptions; replaced ""skket"" with ""skeet""",Complete--change has been implemented
,v10.1,IDS initiated,TCC06,Discipline Gender - Olympic,Jam Mulcare,2012-03-28T00:00:00+00:00,Closed,Deleted GA X,Complete--change has been implemented
,v10.2,INC0185233,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-04-11T00:00:00+00:00,Closed,"Modified medal flags for EQX401101, EQX402101, EQX403101, EQX404101 and EQX412101 from 1 to 0",Complete--change has been implemented
,v10.2,INC0175300,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-04-11T00:00:00+00:00,Closed,"Added new BO Event Units for Play Offs: BOX203A11, BOX203A12, BOX203B11, BOX203B12, BOX204A11, BOX204A12, BOX204B11, BOX204B12, BOX402A11, BOX402A12, BOX402B11, BOX402B12, BOX402C11, BOX402C12, BOX402D11, BOX402D12",Complete--change has been implemented
,v10.2,INC0187601,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-04-12T00:00:00+00:00,Closed,"Added CT0000Q01, ""Cycling Track Team Managers Meeting""",Complete--change has been implemented
,v10.2,INC0187601,TCC26,Phase - Paralympic,Jam Mulcare,2012-04-12T00:00:00+00:00,Closed,"Added CT0000Q, ""Cycling Track Team Managers Meeting"", to synchronize with TCC11",Complete--change has been implemented
,v10.2,INC0187601,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-04-12T00:00:00+00:00,Closed,Deleted for CT the following Event units: CTX052901..CTX052910,Complete--change has been implemented
,v10.2,INC0186907,OCC007,Location - Olympic,ATOS,2012-04-12T00:00:00+00:00,Closed,Added new location JU4 for JU,Complete--change has been implemented
,v10.2,INC0186907,OCC008,Location - Paralympic,ATOS,2012-04-12T00:00:00+00:00,Closed,Added new location JU4 for JU,Complete--change has been implemented
,v10.2,INC0187601,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-04-13T00:00:00+00:00,Closed,Modified schedule for CTM011160 and CTM011170; now as Y,Complete--change has been implemented
,v10.2,IDS Initiated,OCC034,Functionsort - Olympic,ATOS,2012-04-16T00:00:00+00:00,Closed,New table added,Complete--change has been implemented
,v10.2,IDS Initiated,OCC035,Functionsort - Paralympic,ATOS,2012-04-16T00:00:00+00:00,Closed,New table added,Complete--change has been implemented
,v10.2,INC0189946,OCC007,Location - Olympic,ATOS,2012-04-18T00:00:00+00:00,Closed,Modified description for WRE,Complete--change has been implemented
,v10.2,QC #66495,TCC10,Event Unit - Olympic,Jam Mulcare,2012-04-18T00:00:00+00:00,Closed,"Set schedule to ""Y"" for EQX001000 and EQX401000",Complete--change has been implemented
,v10.3,INC0192764,TCC26,Phase - Paralympic,Jam Mulcare,2012-04-23T00:00:00+00:00,Closed,"Modified TT descriptions, ""First Round"" instead of ""1-8 Finals""",Complete--change has been implemented
,v10.3,INC0192764,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-04-23T00:00:00+00:00,Closed,"Modified TT descriptions, ""First Round"" instead of ""1-8 Finals"", to synchronize TCC11 with TCC26",Complete--change has been implemented
,v10.3,INC0192771,OCC008,Location - Paralympic,ATOS,2012-04-23T00:00:00+00:00,Closed,"Modified for TT9 the competition flag to ""Y""",Complete--change has been implemented
,v10.3,INC0192213,OCC005,Function - Olympic,ATOS,2012-04-23T00:00:00+00:00,Closed,"Added ATD, 'Assistant Technical Delegate' as new function for HO",Complete--change has been implemented
,v10.3,INC0193873,TCC10,Event Unit - Olympic,Jam Mulcare,2012-04-23T00:00:00+00:00,Closed,"Modified CA description to ""Canoe Sport""",Complete--change has been implemented
,v10.3,INC0193070,TCC25,Phase - Olympic,Jam Mulcare,2012-04-23T00:00:00+00:00,Closed,"Modified descriptions for BD; replaced ""Gr."" with ""Grp""",Complete--change has been implemented
,v10.3,INC0193070,TCC10,Event Unit - Olympic,Jam Mulcare,2012-04-23T00:00:00+00:00,Closed,"Modified descriptions for BD; replaced ""Gr."" with ""Grp"", to synchronize TCC10 with TCC25",Complete--change has been implemented
,v10.3,INC0195631,TCC30,Record - Olympic,Jam Mulcare,2012-04-24T00:00:00+00:00,Closed,Modified WL record's order,Complete--change has been implemented
,v10.3,INC0184118,OCC022,VenueWeatherRegion,ATOS,2012-04-26T00:00:00+00:00,Closed,"Deleted one RLN HGP, as it was duplicated",Complete--change has been implemented
,v10.3,INC0188413,OCC006,Function - Paralympic,ATOS,2012-04-30T00:00:00+00:00,Closed,Added 7 new functions for WR,Complete--change has been implemented
,v10.3,INC0199947,TCC10,Event Unit - Olympic,Jam Mulcare,2012-04-30T00:00:00+00:00,Closed,"Modified for Discipline=WR, Phase=N, Event Units=01..08 the infoschedule and schedule from N to Y",Complete--change has been implemented
,v10.3,INC0200589,OCC005,Function - Olympic,ATOS,2012-05-04T00:00:00+00:00,Closed,"Added ""Converted ID""=AA01 for function P02",Complete--change has been implemented
,v10.3,INC0200589,OCC005,Function - Olympic,ATOS,2012-05-04T00:00:00+00:00,Closed,Deleted function P01,Complete--change has been implemented
,v10.3,INC0202597,TCC26,Phase - Paralympic,Jam Mulcare,2012-05-04T00:00:00+00:00,Closed,"Modified all descriptions, changing to ""Semifinals""",Complete--change has been implemented
,v10.3,INC0202597,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-05-04T00:00:00+00:00,Closed,"Modified all descriptions, changing to ""Semifinals"", to synchronize with TCC26",Complete--change has been implemented
,v10.3,BME,OCC005,Function - Olympic,ATOS,2012-05-04T00:00:00+00:00,Closed,Added functions J6 and J7 for DV,Complete--change has been implemented
,v10.3,BME,TCC25,Phase - Olympic,Jam Mulcare,2012-05-04T00:00:00+00:00,Closed,Added WP M 000 0 and WP W 000 0,Complete--change has been implemented
,v10.3,BME,TCC10,Event Unit - Olympic,Jam Mulcare,2012-05-04T00:00:00+00:00,Closed,"Added WP M 000 0 00 and WP W 000 0 00, to synchronize with TCC25",Complete--change has been implemented
,v10.3,INC0203854,OCC005,Function - Olympic,ATOS,2012-05-04T00:00:00+00:00,Closed,Added functions for GY,Complete--change has been implemented
,v10.3,INC0108661,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-05-04T00:00:00+00:00,Closed,Modified WB descriptions for Final Gold/Bronze,Complete--change has been implemented
,v11.1,INC0173691,TCC10,Event Unit - Olympic,Jam Mulcare,2012-05-09T00:00:00+00:00,Closed,"Modified schedule to Y, for Discipline=WF and Phase =Z",Complete--change has been implemented
,v11.1,INC0203714,TCC10,Event Unit - Olympic,Jam Mulcare,2012-05-09T00:00:00+00:00,Closed,"Modified descriptions for Discipline=VO, Event=400 and Phase=2; removed ""match""",Complete--change has been implemented
,v11.1,INC0206284,OCC005,Function - Olympic,ATOS,2012-05-09T00:00:00+00:00,Closed,Modified from SUP_BM --> SUP_BB and from SUP_RN --> SUP_SR,Complete--change has been implemented
,v11.1,INC0206284,OCC034,FunctionSort - Olympic,ATOS,2012-05-09T00:00:00+00:00,Closed,"Added relationship between GA, GR and GT, and functions",Complete--change has been implemented
,v11.1,INC0206710,OCC034,FunctionSort - Olympic,ATOS,2012-05-10T00:00:00+00:00,Closed,Added relationship between VO and functions,Complete--change has been implemented
,v11.1,INC0206792,OCC034,FunctionSort - Olympic,ATOS,2012-05-10T00:00:00+00:00,Closed,Added relationship between BK and functions,Complete--change has been implemented
,v11.1,INC0198083,TCC10,Event Unit - Olympic,Jam Mulcare,2012-05-11T00:00:00+00:00,Closed,Modified CB0000Q01 description,Complete--change has been implemented
,v11.1,INC0198083,TCC10,Event Unit - Olympic,Jam Mulcare,2012-05-11T00:00:00+00:00,Closed,Changed schedule and infoSchedule to Y for CB0000Q02 ,Complete--change has been implemented
,v11.1,INC0198083,TCC10,Event Unit - Olympic,Jam Mulcare,2012-05-11T00:00:00+00:00,Closed,"Changed for Discipline=CB, infoschedule flag to 'N' for Quarterfinals and Semifinals at phase level",Complete--change has been implemented
,v11.1,INC0198083,TCC10,Event Unit - Olympic,Jam Mulcare,2012-05-11T00:00:00+00:00,Closed,"Changed for Discipline=CB, infoschedule flag to 'Y' for Quarterfinals and Semifinals at run level",Complete--change has been implemented
,v11.1,INC0198083,TCC10,Event Unit - Olympic,Jam Mulcare,2012-05-11T00:00:00+00:00,Closed,"Modified for Discipline=CB, some text descriptions for consistency",Complete--change has been implemented
,v11.1,INC0198065,TCC10,Event Unit - Olympic,Jam Mulcare,2012-05-11T00:00:00+00:00,Closed,"Added CT0000Q02 - Cycling Track Team Managers' Meeting, scheduled in INFO",Complete--change has been implemented
,v11.1,INC0198065,TCC10,Event Unit - Olympic,Jam Mulcare,2012-05-11T00:00:00+00:00,Closed,Modified descriptions for CT0000Q01,Complete--change has been implemented
,v11.1,INC0198065,TCC10,Event Unit - Olympic,Jam Mulcare,2012-05-11T00:00:00+00:00,Closed,"Changed for Discipline=CT and Event=001, infoschedule flag to 'N' for Quarterfinals, Semifinals and Finals at phase level",Complete--change has been implemented
,v11.1,INC0198065,TCC10,Event Unit - Olympic,Jam Mulcare,2012-05-11T00:00:00+00:00,Closed,"Changed for Discipline=CT and Event=001, infoschedule flag to 'Y' for Quarterfinals, Semifinals and Finals at race level",Complete--change has been implemented
,v11.1,INC0207657,OCC034,FunctionSort - Olympic,ATOS,2012-05-11T00:00:00+00:00,Closed,Added relationship between HB and functions,Complete--change has been implemented
,v11.1,INC0198052,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-05-11T00:00:00+00:00,Closed,"Added CT0000Q02 - Cycling Track Team Managers' Meeting, scheduled in INFO",Complete--change has been implemented
,v11.1,INC0198052,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-05-11T00:00:00+00:00,Closed,Modified descriptions for CT0000Q01,Complete--change has been implemented
,v11.1,INC0198052,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-05-11T00:00:00+00:00,Closed,"Changed for Discipline=CT and Event=011, infoschedule flag to 'N' for Quarterfinals, Semifinals and Finals at phase level",Complete--change has been implemented
,v11.1,INC0198052,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-05-11T00:00:00+00:00,Closed,"Changed for Discipline=CT and Event=011, infoschedule flag to 'Y' for Quarterfinals, Semifinals and Finals at race level",Complete--change has been implemented
,v11.1,INC0208289,OCC034,FunctionSort - Olympic,ATOS,2012-05-14T00:00:00+00:00,Closed,Added relationship between FB and functions,Complete--change has been implemented
,v11.1,INC0208318,OCC034,FunctionSort - Olympic,ATOS,2012-05-14T00:00:00+00:00,Closed,Added relationship between JU and functions,Complete--change has been implemented
,v11.1,INC0209211,OCC034,FunctionSort - Olympic,ATOS,2012-05-15T00:00:00+00:00,Closed,Added relationship between HO and functions,Complete--change has been implemented
,v11.1,INC0198307,TCC04,Discipline - Olympic,James Savage,2012-05-15T00:00:00+00:00,Closed,Modified the Eventorder for JU; now set as 'DATE',Complete--change has been implemented
,v11.1,INC0205367,TCC08,Event - Olympic,Jam Mulcare,2012-05-15T00:00:00+00:00,Closed,Changed to Y the Team Event value for SYW201,Complete--change has been implemented
,v11.1,IDS Initiated,OCC034,FunctionSort - Olympic,ATOS,2012-05-17T00:00:00+00:00,Closed,Added relationship between WP and functions,Complete--change has been implemented
,v11.1,INC0211997,OCC007,Location - Olympic,ATOS,2012-05-18T00:00:00+00:00,Closed,Modified description for JU4,Complete--change has been implemented
,v11.1,INC0198763,TCC10,Event Unit - Olympic,Jam Mulcare,2012-05-18T00:00:00+00:00,Closed,Modified some descriptions for SH in order to achieve consistency,Complete--change has been implemented
,v11.1,INC0211033,TCC10,Event Unit - Olympic,Jam Mulcare,2012-05-18T00:00:00+00:00,Closed,"Removed ""Judo"" from phase=Z descriptions for JU",Complete--change has been implemented
,v11.1,BME,OCC017,Weather Condition,ATOS,2012-05-24T00:00:00+00:00,Closed,"Added the code ""nocond""",Complete--change has been implemented
,v11.1,BME,TCC07,Discipline Gender - Paralympic,Jam Mulcare,2012-05-24T00:00:00+00:00,Closed,"Deleted for Displine=SA & WR, genders M and W",Complete--change has been implemented
,v11.1,IDS Initiated,OCC005,Function - Olympic,ATOS,2012-05-24T00:00:00+00:00,Closed,Deleted BEIJING functions,Complete--change has been implemented
,v11.1,BME,TCC32,Record Type - Olympic,Jam Mulcare,2012-05-24T00:00:00+00:00,Closed,"Added new field ""recordgroup""",Complete--change has been implemented
,v11.1,BME,TCC33,Record Type - Paralympic,Jam Mulcare,2012-05-24T00:00:00+00:00,Closed,"Added new field ""recordgroup""",Complete--change has been implemented
,v11.1,BME,TCC08,Event - Olympic,Jam Mulcare,2012-05-24T00:00:00+00:00,Closed,"Modified for events with gender=0, Team Event=N",Complete--change has been implemented
,v11.1,INC0215028,OCC016,Location - Olympic,ATOS,2012-05-24T00:00:00+00:00,Closed,Modified VB code in order import only a few Non-competition venues,Complete--change has been implemented
,v11.2,IDS Initiated,OCC005,Function - Olympic,ATOS,2012-05-29T00:00:00+00:00,Closed,"Converted all the ""ND"" functions to their standard",Complete--change has been implemented
,v11.2,IDS Initiated,OCC009,Organisation - Olympic,ATOS,2012-05-29T00:00:00+00:00,Closed,"Added IOA, 'Independent Olympic Athlete'",Complete--change has been implemented
,v11.2,IDS Initiated,TCC23,National Olympic Committees (NOC),Sue Whitworth,2012-05-29T00:00:00+00:00,Closed,"Added IOA, 'Independent Olympic Athlete', as Participant",Complete--change has been implemented
,v11.2,IDS Initiated,OCC010,Organisation - Paralympic,ATOS,2012-05-29T00:00:00+00:00,Closed,"Added IOA, 'Independent Olympic Athlete'",Complete--change has been implemented
,v11.2,IDS Initiated,TCC24,National Paralympic Committees (NPC),Sue Whitworth,2012-05-29T00:00:00+00:00,Closed,"Added IOA, 'Independent Olympic Athlete'",Complete--change has been implemented
,v11.2,IDS Initiated,TCC03,Country,Codes manager,2012-05-29T00:00:00+00:00,Closed,"Added IOA, 'Independent Olympic Athlete'",Complete--change has been implemented and all stakeholders have been informed
,v11.2,INC0192582,TCC26,Phase - Paralympic,Jam Mulcare,2012-05-30T00:00:00+00:00,Closed,"Added phases TT M 402 4, TT M 403 4 and TT W 403 4",Complete--change has been implemented
,v11.2,INC0192582,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-05-30T00:00:00+00:00,Closed,"Added event units TT M 402 4 00..08, TT M 403 4 00..08 and TT W 403 4 00..08, to synchronize with TCC26",Complete--change has been implemented
