Discipline,Gender,Event,phase,type,ENG Description,FRA Description,POR Description,SPA Description,ENG longdescription,FRA longdescription,POR longdescription,SPA longdescription,ENG phase Description,FRA phase Description,POR phase Description,SPA phase Description
WL,M,077,0,8,Men's 77kg,77 kg - hommes,Até 77kg masculino,77kg masculino,Men's 77kg,77 kg - hommes,Até 77kg masculino,77kg masculino,"","","",
WL,M,077,1,3,Men's 77kg All Groups,"77 kg - hommes, tous les groupes","Até 77kg masculino, todos os grupos","77kg masculino, todos los grupos",Men's 77kg All Groups,"77 kg - hommes, tous les groupes","Até 77kg masculino, todos os grupos","77kg masculino, todos los grupos",All Groups,Tous les groupes,Todos os grupos,Todos los grupos
WL,M,077,M,6,Men's 77kg Victory Ceremony,"77 kg - hommes, remise des médailles","Até 77kg masculino, cer. premiação","77kg masculino, cer. de medallas",Men's 77kg Victory Ceremony,"77 kg - hommes, cérémonie de remise des médailles","Até 77kg masculino, cerimônia de entrega das medalhas","77kg masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
WL,M,085,0,8,Men's 85kg,85 kg - hommes,Até 85kg masculino,85kg masculino,Men's 85kg,85 kg - hommes,Até 85kg masculino,85kg masculino,"","","",
WL,M,085,1,3,Men's 85kg All Groups,"85 kg - hommes, tous les groupes","Até 85kg masculino, todos os grupos","85kg masculino, todos los grupos",Men's 85kg All Groups,"85 kg - hommes, tous les groupes","Até 85kg masculino, todos os grupos","85kg masculino, todos los grupos",All Groups,Tous les groupes,Todos os grupos,Todos los grupos
WL,M,085,M,6,Men's 85kg Victory Ceremony,"85 kg - hommes, remise des médailles","Até 85kg masculino, cer. premiação","85kg masculino, cer. de medallas",Men's 85kg Victory Ceremony,"85 kg - hommes, cérémonie de remise des médailles","Até 85kg masculino, cerimônia de entrega das medalhas","85kg masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
WL,M,094,0,8,Men's 94kg,94 kg - hommes,Até 94kg masculino,94kg masculino,Men's 94kg,94 kg - hommes,Até 94kg masculino,94kg masculino,"","","",
WL,M,094,1,3,Men's 94kg All Groups,"94 kg - hommes, tous les groupes","Até 94kg masculino, todos os grupos","94kg masculino, todos los grupos",Men's 94kg All Groups,"94 kg - hommes, tous les groupes","Até 94kg masculino, todos os grupos","94kg masculino, todos los grupos",All Groups,Tous les groupes,Todos os grupos,Todos los grupos
WL,M,094,M,6,Men's 94kg Victory Ceremony,"94 kg - hommes, remise des médailles","Até 94kg masculino, cer. premiação","94kg masculino, cer. de medallas",Men's 94kg Victory Ceremony,"94 kg - hommes, cérémonie de remise des médailles","Até 94kg masculino, cerimônia de entrega das medalhas","94kg masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
WL,M,105,0,8,Men's 105kg - Snatch,"105 kg - hommes, arraché","Até 105kg masculino, arranco","105kg masculino, arrancada",Men's 105kg - Snatch,"105 kg - hommes, arraché","Até 105kg masculino, arranco","105kg masculino, arrancada","","","",
WL,M,125,0,8,Men's +105kg - Snatch,"+105 kg - hommes, arraché","Acima de 105kg masculino, arranco","+105kg masculino, arrancada",Men's +105kg - Snatch,"+105 kg - hommes, arraché","Acima de 105kg, arranco","+105kg masculino, arrancada","","","",
WL,M,156,0,8,Men's 56kg - Snatch,"56 kg - hommes, arraché","Até 56kg masculino, arranco","56kg masculino, arrancada",Men's 56kg - Snatch,"56 kg - hommes, arraché","Até 56kg masculino, arranco","56kg masculino, arrancada","","","",
WL,M,162,0,8,Men's 62kg - Snatch,"62 kg - hommes, arraché","Até 62kg masculino, arranco","62kg masculino, arrancada",Men's 62kg - Snatch,"62 kg - hommes, arraché","Até 62kg masculino, arranco","62kg masculino, arrancada","","","",
WL,M,169,0,8,Men's 69kg - Snatch,"69 kg - hommes, arraché","Até 69kg masculino, arranco ","69kg masculino, arrancada",Men's 69kg - Snatch,"69 kg - hommes, arraché","Até 69kg masculino, arranco ","69kg masculino, arrancada","","","",
WL,M,177,0,8,Men's 77kg - Snatch,"77 kg - hommes, arraché","Até 77kg masculino, arranco","77kg masculino, arrancada",Men's 77kg - Snatch,"77 kg - hommes, arraché","Até 77kg masculino, arranco","77kg masculino, arrancada","","","",
WL,M,185,0,8,Men's 85kg - Snatch,"85 kg - hommes, arraché","Até 85kg masculino, arranco","85kg masculino, arrancada",Men's 85kg - Snatch,"85 kg - hommes, arraché","Até 85kg masculino, arranco","85kg masculino, arrancada","","","",
WL,M,194,0,8,Men's 94kg - Snatch,"94 kg - hommes, arraché","Até 94kg masculino, arranco","94kg masculino, arrancada",Men's 94kg - Snatch,"94 kg - hommes, arraché","Até 94kg masculino, arranco","94kg masculino, arrancada","","","",
WL,M,205,0,8,Men's 105kg - Clean & Jerk,"105 kg - hommes, épaulé-jeté","Até 105kg masculino, arremesso","105kg masculino, dos tiempos",Men's 105kg - Clean & Jerk,"105 kg - hommes, épaulé-jeté","Até 105kg masculino, arremesso","105kg masculino, dos tiempos","","","",
WL,M,225,0,8,Men's +105kg - Clean & Jerk,"+105 kg - hommes, épaulé-jeté","Acima de 105kg masculino, arremesso","+105kg masculino, dos tiempos",Men's +105kg - Clean & Jerk,"+105 kg - hommes, épaulé-jeté","Acima de 105kg masculino, arremesso","+105kg masculino, dos tiempos","","","",
WL,M,256,0,8,Men's 56kg - Clean & Jerk,"56 kg - hommes, épaulé-jeté","Até 56kg masculino, arremesso","56kg masculino, dos tiempos",Men's 56kg - Clean & Jerk,"56 kg - hommes, épaulé-jeté","Até 56kg masculino, arremesso","56kg masculino, dos tiempos","","","",
WL,M,262,0,8,Men's 62kg - Clean & Jerk,"62 kg - hommes, épaulé-jeté","Até 62kg masculino, arremesso","62kg masculino, dos tiempos",Men's 62kg - Clean & Jerk,"62 kg - hommes, épaulé-jeté","Até 62kg masculino, arremesso","62kg masculino, dos tiempos","","","",
WL,M,269,0,8,Men's 69kg - Clean & Jerk,"69 kg - hommes, épaulé-jeté","Até 69kg masculino, arremesso","69kg masculino, dos tiempos",Men's 69kg - Clean & Jerk,"69 kg - hommes, épaulé-jeté","Até 69kg masculino, arremesso","69kg masculino, dos tiempos","","","",
WL,M,277,0,8,Men's 77kg - Clean & Jerk,"77 kg - hommes, épaulé-jeté","Até 77kg masculino, arremesso","77kg masculino, dos tiempos",Men's 77kg - Clean & Jerk,"77 kg - hommes, épaulé-jeté","Até 77kg masculino, arremesso","77kg masculino, dos tiempos","","","",
WL,M,285,0,8,Men's 85kg - Clean & Jerk,"85 kg - hommes, épaulé-jeté","Até 85kg masculino, arremesso","85kg masculino, dos tiempos",Men's 85kg - Clean & Jerk,"85 kg - hommes, épaulé-jeté","Até 85kg masculino, arremesso","85kg masculino, dos tiempos","","","",
WL,M,294,0,8,Men's 94kg - Clean & Jerk,"94 kg - hommes, épaulé-jeté","Até 94kg masculino, arremesso","94kg masculino, dos tiempos",Men's 94kg - Clean & Jerk,"94 kg - hommes, épaulé-jeté","Até 94kg masculino, arremesso","94kg masculino, dos tiempos","","","",
WL,W,000,0,8,Women,Femmes,Feminino,Femenino,Women,Femmes,Feminino,Femenino,"","","",
WL,W,026,0,8,Women's +75kg,+75 kg - femmes,Acima de 75kg feminino,+75kg femenino,Women's +75kg,+75 kg - femmes,Acima de 75kg feminino,+75kg femenino,"","","",
WL,W,026,1,3,Women's +75kg All Groups,"+75 kg - femmes, tous les groupes","Acima de 75kg feminino, todos os grupos","+75kg femenino, todos los grupos",Women's +75kg All Groups,"+75 kg - femmes, tous les groupes","Acima de 75kg feminino, todos os grupos","+75kg femenino, todos los grupos",All Groups,Tous les groupes,Todos os grupos,Todos los grupos
WL,W,026,M,6,Women's +75kg Victory Ceremony,"+75 kg - femmes, remise des médailles","Acima de 75kg feminino, cer. premiação","+75kg femenino, cer. de medallas",Women's +75kg Victory Ceremony,"+75 kg - femmes, cérémonie de remise des médailles","Acima de 75kg feminino, cerimônia de entrega das medalhas","+75kg femenino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
WL,W,048,0,8,Women's 48kg,48 kg - femmes,Até 48kg feminino,48kg femenino,Women's 48kg,48 kg - femmes,Até 48kg feminino,48kg femenino,"","","",
WL,W,048,1,3,Women's 48kg All Groups,"48 kg - femmes, tous les groupes","Até 48kg feminino, todos os grupos","48kg femenino, todos los grupos",Women's 48kg All Groups,"48 kg - femmes, tous les groupes","Até 48kg feminino, todos os grupos","48kg femenino, todos los grupos",All Groups,Tous les groupes,Todos os grupos,Todos los grupos
WL,W,048,M,6,Women's 48kg Victory Ceremony,"48 kg - femmes, remise des médailles","Até 48kg feminino, cer. premiação","48kg femenino, cer. de medallas",Women's 48kg Victory Ceremony,"48 kg - femmes, cérémonie de remise des médailles","Até 48kg feminino, cerimônia de entrega das medalhas","48kg femenino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
WL,W,053,0,8,Women's 53kg,53 kg - femmes,Até 53kg feminino,53kg femenino,Women's 53kg,53 kg - femmes,Até 53kg feminino,53kg femenino,"","","",
WL,W,053,1,3,Women's 53kg All Groups,"53 kg - femmes, tous les groupes","Até 53kg feminino, todos os grupos","53kg femenino, todos los grupos",Women's 53kg All Groups,"53 kg - femmes, tous les groupes","Até 53kg feminino, todos os grupos","53kg femenino, todos los grupos",All Groups,Tous les groupes,Todos os grupos,Todos los grupos
WL,W,053,M,6,Women's 53kg Victory Ceremony,"53 kg - femmes, remise des médailles","Até 53kg feminino, cer. premiação","53kg femenino, cer. de medallas",Women's 53kg Victory Ceremony,"53 kg - femmes, cérémonie de remise des médailles","Até 53kg feminino, cerimônia de entrega das medalhas","53kg femenino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
WL,W,058,0,8,Women's 58kg,58 kg - femmes,Até 58kg feminino,58kg femenino,Women's 58kg,58 kg - femmes,Até 58kg feminino,58kg femenino,"","","",
WL,W,058,1,3,Women's 58kg All Groups,"58 kg - femmes, tous les groupes","Até 58kg feminino, todos os grupos","58kg femenino, todos los grupos",Women's 58kg All Groups,"58 kg - femmes, tous les groupes","Até 58kg feminino, todos os grupos","58kg femenino, todos los grupos",All Groups,Tous les groupes,Todos os grupos,Todos los grupos
WL,W,058,M,6,Women's 58kg Victory Ceremony,"58 kg - femmes, remise des médailles","Até 58kg feminino, cer. premiação","58kg femenino, cer. de medallas",Women's 58kg Victory Ceremony,"58 kg - femmes, cérémonie de remise des médailles","Até 58kg feminino, cerimônia de entrega das medalhas ","58kg femenino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
WL,W,063,0,8,Women's 63kg,63 kg - femmes,Até 63kg feminino,63kg femenino,Women's 63kg,63 kg - femmes,Até 63kg feminino,63kg femenino,"","","",
WL,W,063,1,3,Women's 63kg All Groups,"63 kg - femmes, tous les groupes","Até 63kg feminino, todos os grupos","63kg femenino, todos los grupos",Women's 63kg All Groups,"63 kg - femmes, tous les groupes","Até 63kg feminino, todos os grupos","63kg femenino, todos los grupos",All Groups,Tous les groupes,Todos os grupos,Todos los grupos
WL,W,063,M,6,Women's 63kg Victory Ceremony,"63 kg - femmes, remise des médailles","Até 63kg feminino, cer. premiação","63kg femenino, cer. de medallas",Women's 63kg Victory Ceremony,"63 kg - femmes, cérémonie de remise des médailles","Até 63kg feminino, cerimônia de entrega das medalhas","63kg femenino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
WL,W,069,0,8,Women's 69kg,69 kg - femmes,Até 69kg feminino,69kg femenino,Women's 69kg,69 kg - femmes,Até 69kg feminino,69kg femenino,"","","",
WL,W,069,1,3,Women's 69kg All Groups,"69 kg - femmes, tous les groupes","Até 69kg feminino, todos os grupos","69kg femenino, todos los grupos",Women's 69kg All Groups,"69 kg - femmes, tous les groupes","Até 69kg feminino, todos os grupos","69kg femenino, todos los grupos",All Groups,Tous les groupes,Todos os grupos,Todos los grupos
WL,W,069,M,6,Women's 69kg Victory Ceremony,"69 kg - femmes, remise des médailles","Até 69kg feminino, cer. premiação","69kg femenino, cer. de medallas",Women's 69kg Victory Ceremony,"69 kg - femmes, cérémonie de remise des médailles","Até 69kg feminino, cerimônia de entrega das medalhas","69kg femenino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
WL,W,075,0,8,Women's 75kg,75 kg - femmes,Até 75kg  feminino,75kg femenino,Women's 75kg,75 kg - femmes,Até 75kg  feminino,75kg femenino,"","","",
WL,W,075,1,3,Women's 75kg All Groups,"75 kg - femmes, tous les groupes","Até 75kg feminino, todos os grupos","75kg femenino, todos los grupos",Women's 75kg All Groups,"75 kg - femmes, tous les groupes","Até 75kg feminino, todos os grupos","75kg femenino, todos los grupos",All Groups,Tous les groupes,Todos os grupos,Todos los grupos
WL,W,075,M,6,Women's 75kg Victory Ceremony,"75 kg - femmes, remise des médailles","Até 75kg feminino, cer. premiação","75kg femenino, cer. de medallas",Women's 75kg Victory Ceremony,"75 kg - femmes, cérémonie de remise des médailles","Até 75kg feminino, cerimônia de entrega das medalhas","75kg femenino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
WL,W,126,0,8,Women's +75kg - Snatch,"+75 kg - femmes, arraché","Acima de 75kg feminino, arranco","+75kg femenino, arrancada",Women's +75kg - Snatch,"+75 kg - femmes, arraché","Acima de 75kg feminino, arranco","+75kg femenino, arrancada","","","",
WL,W,148,0,8,Women's 48kg - Snatch,"48 kg - femmes, arraché","Até 48kg feminino, arranco","48kg femenino, arrancada",Women's 48kg - Snatch,"48 kg - femmes, arraché","Até 48kg feminino, arranco","48kg femenino, arrancada","","","",
WL,W,153,0,8,Women's 53kg - Snatch,"53 kg - femmes, arraché","Até 53kg feminino, arranco","53kg femenino, arrancada",Women's 53kg - Snatch,"53 kg - femmes, arraché","Até 53kg feminino, arranco","53kg femenino, arrancada","","","",
WL,W,158,0,8,Women's 58kg - Snatch,"58 kg - femmes, arraché","Até 58kg feminino, arranco","58kg femenino, arrancada",Women's 58kg - Snatch,"58 kg - femmes, arraché","Até 58kg feminino, arranco","58kg femenino, arrancada","","","",
WL,W,163,0,8,Women's 63kg - Snatch,"63 kg - femmes, arraché","Até 63kg feminino, arranco ","63kg femenino, arrancada",Women's 63kg - Snatch,"63 kg - femmes, arraché","Até 63kg feminino, arranco ","63kg femenino, arrancada","","","",
WL,W,169,0,8,Women's 69kg - Snatch,"69 kg - femmes, arraché","Até 69kg feminino, arranco","69kg femenino, arrancada",Women's 69kg - Snatch,"69 kg - femmes, arraché","Até 69kg feminino, arranco","69kg femenino, arrancada","","","",
WL,W,175,0,8,Women's 75kg - Snatch,"75 kg - femmes, arraché","Até 75kg feminino, arranco","75kg femenino, arrancada",Women's 75kg - Snatch,"75 kg - femmes, arraché","Até 75kg feminino, arranco","75kg femenino, arrancada","","","",
WL,W,226,0,8,Women's +75kg - Clean & Jerk,"+75 kg - femmes, épaulé-jeté","Acima de 75kg feminino, arremesso","+75kg femenino, dos tiempos",Women's +75kg - Clean & Jerk,"+75 kg - femmes, épaulé-jeté","Acima de 75kg feminino, arremesso","+75kg femenino, dos tiempos","","","",
WL,W,248,0,8,Women's 48kg - Clean & Jerk,"48 kg - femmes, épaulé-jeté","Até 48kg feminino, arremesso","48kg femenino, dos tiempos",Women's 48kg - Clean & Jerk,"48 kg - femmes, épaulé-jeté","Até 48kg feminino, arremesso","48kg femenino, dos tiempos","","","",
WL,W,253,0,8,Women's 53kg - Clean & Jerk,"53 kg - femmes, épaulé-jeté","Até 53kg feminino, arremesso","53kg femenino, dos tiempos",Women's 53kg - Clean & Jerk,"53 kg - femmes, épaulé-jeté","Até 53kg feminino, arremesso","53kg femenino, dos tiempos","","","",
WL,W,258,0,8,Women's 58kg - Clean & Jerk,"58 kg - femmes, épaulé-jeté","Até 58kg feminino, arremesso","58kg femenino, dos tiempos",Women's 58kg - Clean & Jerk,"58 kg - femmes, épaulé-jeté","Até 58kg feminino, arremesso","58kg femenino, dos tiempos","","","",
WL,W,263,0,8,Women's 63kg - Clean & Jerk,"63 kg - femmes, épaulé-jeté","Até 63kg feminino, arremesso","63kg femenino, dos tiempos",Women's 63kg - Clean & Jerk,"63 kg - femmes, épaulé-jeté","Até 63kg feminino, arremesso","63kg femenino, dos tiempos","","","",
WL,W,269,0,8,Women's 69kg - Clean & Jerk,"69 kg - femmes, épaulé-jeté","Até 69kg feminino, arremesso","69kg femenino, dos tiempos",Women's 69kg - Clean & Jerk,"69 kg - femmes, épaulé-jeté","Até 69kg feminino, arremesso","69kg femenino, dos tiempos","","","",
WL,W,275,0,8,Women's 75kg - Clean & Jerk,"75 kg - femmes, épaulé-jeté","Até 75kg feminino, arremesso","75kg femenino, dos tiempos",Women's 75kg - Clean & Jerk,"75 kg - femmes, épaulé-jeté","Até 75kg feminino, arremesso","75kg femenino, dos tiempos","","","",
WP,0,000,0,8,Water Polo,Water-polo,Polo aquático,Polo acuático,Water Polo,Water-polo,Polo aquático,Polo acuático,"","","",
WP,0,000,Y,8,Water Polo Daily Schedule,"Water-polo, calendrier par jour","Polo aquático, programação diária","Polo acuático, programa diario",Water Polo Daily Schedule,"Water-polo, calendrier par jour","Polo aquático, programação diária","Polo acuático, programa diario","","","",
WP,0,AQC,0,8,Maria Lenk Aquatic Centre,Centre aquatique Maria Lenk,Centro Aquático Maria Lenk,Centro Acuático Maria Lenk,Maria Lenk Aquatic Centre,Centre aquatique Maria Lenk,Centro Aquático Maria Lenk,Centro Acuático Maria Lenk,"","","",
WP,0,OAS,0,8,Olympic Aquatics Stadium,Stade olympique de sports aquatiques,Estádio Aquático Olímpico,Estadio Acuático Olímpico,Olympic Aquatics Stadium,Stade olympique de sports aquatiques,Estádio Aquático Olímpico,Estadio Acuático Olímpico,"","","",
WP,M,000,0,8,Men,Hommes,Masculino,Masculino,Men,Hommes,Masculino,Masculino,"","","",
WP,M,000,Y,8,Water Polo Men Daily Schedule,"Water-polo - hommes, calendrier par jour","Polo aquático masc, programação diária","Polo acuático masculino, programa diario",Water Polo Men Daily Schedule,"Water-polo - hommes, calendrier par jour","Polo aquático masculino, programação diária","Polo acuático masculino, programa diario","","","",
WP,M,400,0,8,Men,Hommes,Masculino,Masculino,Men,Hommes,Masculino,Masculino,"","","",
WP,M,400,1,3,Men's Finals,"Hommes, finales","Masculino, finais","Masculino, finales",Men's Finals,"Hommes, finales","Masculino, finais","Masculino, finales",Finals,Finales,Finais,Finales
WP,M,400,2,3,Men's Semifinals,"Hommes, demi-finales","Masculino, semifinais","Masculino, semifinales",Men's Semifinals,"Hommes, demi-finales","Masculino, semifinais","Masculino, semifinales",Semifinals,Demi-finales,Semifinais,Semifinales
WP,M,400,3,3,Men's Quarterfinals,"Hommes, quarts de finale","Masculino, quartas de final","Masculino, cuartos de final",Men's Quarterfinals,"Hommes, quarts de finale","Masculino, quartas de final","Masculino, cuartos de final",Quarterfinals,Quarts de finale,Quartas de Final,Cuartos de final
WP,M,400,9,3,Men's Preliminary Round,"Hommes, tour préliminaire","Masculino, fase de grupos","Masculino, preliminares",Men's Preliminary Round,"Hommes, tour préliminaire","Masculino, fase de grupos","Masculino, preliminares",Preliminary Round,Tour préliminaire,Fase de grupos,Preliminares
WP,M,400,A,3,Men's Preliminary Round - Group A,"Hommes, tour préliminaire - groupe A","Masculino, fase de grupos - grupo A","Masculino, preliminares - grupo A",Men's Preliminary Round - Group A,"Hommes, tour préliminaire - groupe A","Masculino, fase de grupos - grupo A","Masculino, preliminares - grupo A",Preliminary Round - Group A,Tour Préliminaire - groupe A,Fase de grupos - grupo A,Preliminares - grupo A
WP,M,400,B,3,Men's Preliminary Round - Group B,"Hommes, tour préliminaire - groupe B","Masculino, fase de grupos - grupo B","Masculino, preliminares - grupo B",Men's Preliminary Round - Group B,"Hommes, tour préliminaire - groupe B","Masculino, fase de grupos - grupo B","Masculino, preliminares - grupo B",Preliminary Round - Group B,Tour Préliminaire - groupe B,Fase de grupos - grupo B,Preliminares - grupo B
WP,M,400,M,6,Men's Victory Ceremony,"Hommes, remise des médailles","Masculino, cer. premiação","Masculino, cer. de medallas",Men's Victory Ceremony,"Hommes, cérémonie de remise des médailles","Masculino, cerimônia de entrega das medalhas","Masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
WP,W,000,0,8,Women,Femmes,Feminino,Femenino,Women,Femmes,Feminino,Femenino,"","","",
WP,W,000,Y,8,Water Polo Women Daily Schedule,"Water-polo - femmes, calendrier par jour","Polo aquático fem, programação diária","Polo acuático femenino, programa diario",Water Polo Women Daily Schedule,"Water-polo - femmes, calendrier par jour","Polo aquático feminino, programação diária","Polo acuático femenino, programa diario","","","",
WP,W,400,0,8,Women,Femmes,Feminino,Femenino,Women,Femmes,Feminino,Femenino,"","","",
WP,W,400,1,3,Women's Finals,"Femmes, finales","Feminino, finais","Femenino, finales",Women's Finals,"Femmes, finales","Feminino, finais","Femenino, finales",Finals,Finales,Finais,Finales
WP,W,400,2,3,Women's Semifinals,"Femmes, demi-finales","Feminino, semifinais","Femenino, semifinales",Women's Semifinals,"Femmes, demi-finales","Feminino, semifinais","Femenino, semifinales",Semifinals,Demi-finales,Semifinais,Semifinales
WP,W,400,3,3,Women's Quarterfinals,"Femmes, quarts de finale","Feminino, quartas de final","Femenino, cuartos de final",Women's Quarterfinals,"Femmes, quarts de finale","Feminino, quartas de final","Femenino, cuartos de final",Quarterfinals,Quarts de finale,Quartas de Final,Cuartos de final
WP,W,400,9,3,Women's Preliminary Round,"Femmes, tour préliminaire","Feminino, fase de grupos ","Femenino, preliminares",Women's Preliminary Round,"Femmes, tour préliminaire","Feminino, fase de grupos ","Femenino, preliminares",Preliminary Round,Tour préliminaire,Fase de grupos,Preliminares
WP,W,400,A,3,Women's Preliminary Round - Group A,"Femmes, tour préliminaire - groupe A","Feminino, fase de grupos - grupo A","Femenino, preliminares - grupo A",Women's Preliminary Round - Group A,"Femmes, tour préliminaire - groupe A","Feminino, fase de grupos - grupo A","Femenino, preliminares - grupo A",Preliminary Round - Group A,Tour Préliminaire - groupe A,Fase de grupos - grupo A,Preliminares - grupo A
WP,W,400,B,3,Women's Preliminary Round - Group B,"Femmes, tour préliminaire - groupe B","Feminino, fase de grupos - grupo B","Femenino, preliminares - grupo B",Women's Preliminary Round - Group B,"Femmes, tour préliminaire - groupe B","Feminino, fase de grupos - grupo B","Femenino, preliminares - grupo B",Preliminary Round - Group B,Tour Préliminaire - groupe B,Fase de grupos - grupo B,Preliminares - grupo B
WP,W,400,M,6,Women's Victory Ceremony,"Femmes, remise des médailles","Feminino, cer. premiação","Femenino, cer. de medallas",Women's Victory Ceremony,"Femmes, cérémonie de remise des médailles","Feminino, cerimônia de entrega das medalhas","Femenino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
WR,0,000,0,8,Wrestling,Lutte,Luta olímpica,Lucha,Wrestling,Lutte,Luta olímpica,Lucha,"","","",
WR,0,000,N,7,Wrestling Draw,"Lutte, tirage au sort","Luta olímpica, sorteio","Lucha, sorteo",Wrestling Draw,"Lutte, tirage au sort","Luta olímpica, sorteio","Lucha, sorteo","","","",
WR,0,000,Y,8,Wrestling Daily Schedule,"Lutte, calendrier par jour","Luta olímpica, programação diária","Lucha, programa diario",Wrestling Daily Schedule,"Lutte, calendrier par jour","Luta olímpica, programação diária","Lucha, programa diario","","","",
WR,0,000,Z,8,Session Schedule,Calendrier des sessions,Programação da sessão,Programa de la sesión,Session Schedule,Calendrier des sessions,Programação da sessão,Programa de la sesión,"","","",
WR,0,CA2,0,8,Carioca Arena 2,Carioca Arena 2,Arena Carioca 2,Arena Carioca 2,Carioca Arena 2,Carioca Arena 2,Arena Carioca 2,Arena Carioca 2,"","","",
WR,M,000,0,8,Men,Hommes,Masculino,Masculino,Men,Hommes,Masculino,Masculino,"","","",
WR,M,000,N,7,Wrestling Men's Draw,"Lutte - hommes, tirage au sort","Luta olímpica masculina, sorteio","Lucha masculina, sorteo",Wrestling Men's Draw,"Lutte - hommes, tirage au sort","Luta olímpica masculina, sorteio","Lucha masculina, sorteo","","","",
WR,M,100,0,8,Men's Greco-Roman,Lutte gréco-romaine - hommes,Luta GR masculina,Lucha Grecorromana masculina,Men's Greco-Roman,Lutte gréco-romaine - hommes,Luta greco-romana masculina,Lucha Grecorromana masculina,"","","",
WR,M,100,Y,8,Men's Greco-Roman Daily Schedule,"Gréco-romaine hom., calendrier par jour","Luta GR masculina, programação diária","Lucha GR masculina, programa diario",Men's Greco-Roman Daily Schedule,"Lutte gréco-romaine - hommes, calendrier par jour","Luta greco-romana masculina, programação diária","Lucha Grecorromana masculina, programa diario","","","",
WR,M,159,0,8,Men's Greco-Roman 59 kg,"Gréco-romaine, 59 kg - hommes","Luta GR, 59kg masculino","Lucha Grecorromana, 59 kg masculino",Men's Greco-Roman 59 kg,"Lutte gréco-romaine, 59 kg - hommes","Luta greco-romana, 59kg masculino","Lucha Grecorromana, 59 kg masculino","","","",
WR,M,159,1,3,MGR 59 kg Finals,"Gréco-romaine, 59 kg - hommes, finales","Luta GR, 59kg masc, finais","Lucha GR, 59 kg masculino, finales",Men's Greco-Roman 59 kg Finals,"Lutte gréco-romaine, 59 kg - hommes, finales","Luta greco-romana, 59kg masculino, finais","Lucha Grecorromana, 59 kg masculino, finales",Finals,Finales,Finais,Finales
WR,M,159,2,3,MGR 59 kg Semifinals/Bronze Finals,"Lutte GR, 59 kg - h, 1/2 finales/bronze","Luta GR, 59kg masc, 1/2 / disputa bronze","Lucha GR, 59 kg masc, 1/2 / bronce",Men's Greco-Roman 59 kg Semifinals/Bronze Medal Finals,"Lutte gréco-romaine, 59 kg - hommes, demi-finales/médaille de bronze","Luta greco-romana, 59 kg masculino, semifinais / disputa pela medalha de bronze","Lucha Grecorromana, 59 kg masculino, semifinales / medalla de bronce",Semifinals/Bronze Medal Finals,Demi-finales / médaille de bronze,Semifinais / Disputa pela medalha de bronze,Semifinales / medalla de bronce
WR,M,159,3,3,MGR 59 kg 1/4 Finals/Rep Rnd 2,"Lutte GR, 59 kg - h, 1/4 finale/rep. 2","Luta GR, 59kg masc, 1/4 / 2a repescagem","Lucha GR, 59 kg masc, 1/4 / 2a repesca",Men's Greco-Roman 59 kg 1/4 Finals/Repechage Round 2,"Lutte gréco-romaine, 59 kg - hommes, quarts de finale/2e tour de repêchage","Luta greco-romana, 59kg masculino, quartas de final / 2a rodada da repescagem","Lucha Grecorromana, 59 kg masculino, 1/4 de final / 2a ronda de la repesca",1/4 Finals/Repechage Round 2,Quarts de finale / 2e tour de repêchage,Quartas de Final / segunda rodada da repescagem,1/4 de final / 2a ronda de la repesca
