Discipline,Gender,Event,phase,type,ENG Description,FRA Description,POR Description,ENG longdescription,FRA longdescription,POR longdescription,ENG phase Description,FRA phase Description,POR phase Description
TR,W,000,0,8,Women,Femmes,Feminino,Women,Femmes,Feminino,"","",""
TR,W,000,N,7,Triathlon Draw - Women,"Triathlon - femmes, tirage au sort","Triatlo feminino, sorteio",Triathlon Draw - Women,"Triathlon - femmes, tirage au sort","Triatlo feminino, sorteio","","",""
TR,W,001,0,8,Women,Femmes,Feminino,Women,Femmes,Feminino,"","",""
TR,W,001,1,3,Women's Final,"Femmes, finale","Feminino, final",Women's Final,"Femmes, finale","Feminino, final",Final,Finale,Final
TR,W,001,M,6,Women's Victory Ceremony,"Femmes, remise des médailles","Feminino, cer. premiação",Women's Victory Ceremony,"Femmes, cérémonie de remise des médailles","Feminino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
TT,0,000,0,8,Table Tennis,Tennis de table,Tênis de mesa,Table Tennis,Tennis de table,Tênis de mesa,"","",""
TT,0,000,N,7,Table Tennis Draw,"Tennis de table, tirage au sort","Tênis de mesa, sorteio",Table Tennis Draw,"Tennis de table, tirage au sort","Tênis de mesa, sorteio","","",""
TT,0,000,Z,8,Table Tennis - Session,Tennis de table - session,Tênis de mesa - sessão,Table Tennis - Session,Tennis de table - session,Tênis de mesa - sessão,"","",""
TT,0,001,0,8,Table Tennis Singles,Tennis de table simple,Tênis de mesa - individual,Table Tennis Singles,Tennis de table simple,Tênis de mesa - individual,"","",""
TT,0,001,Y,8,Table Tennis Singles Daily Schedule,"TT simple, calendrier par jour","TT individual, programação diária",Table Tennis Singles Daily Schedule,"Tennis de table simple, calendrier par jour","Tênis de mesa - individual, programação diária","","",""
TT,0,400,0,8,Table Tennis Teams,Tennis de table par équipes,Tênis de mesa - equipes,Table Tennis Teams,Tennis de table par équipes,Tênis de mesa - equipes,"","",""
TT,0,400,Y,8,Table Tennis Teams Daily Schedule,"TT par équipes, calendrier par jour","TT equipes, programação diária",Table Tennis Teams Daily Schedule,"Tennis de table par équipes, calendrier par jour","Tênis de mesa - equipes, programação diária","","",""
TT,0,RC3,0,8,Riocentro - Pavilion 3,Riocentro - Pavillon 3,Riocentro - Pavilhão 3,Riocentro - Pavilion 3,Riocentro - Pavillon 3,Riocentro - Pavilhão 3,"","",""
TT,M,000,0,8,Men,Hommes,Masculino,Men,Hommes,Masculino,"","",""
TT,M,001,0,8,Men's Singles,Simple hommes,Individual masculino,Men's Singles,Simple hommes,Individual masculino,"","",""
TT,M,001,1,3,Men's Singles Finals,"Simple hommes, finales","Individual masculino, finais",Men's Singles Finals,"Simple hommes, finales","Individual masculino, finais",Finals,Finales,Finais
TT,M,001,2,3,Men's Singles Semifinals,"Simple hommes, demi-finales","Individual masculino, semifinais",Men's Singles Semifinals,"Simple hommes, demi-finales","Individual masculino, semifinais",Semifinals,Demi-finales,Semifinais
TT,M,001,3,3,Men's Singles Quarterfinals,"Simple hommes, quarts de finale","Individual masculino, quartas de final",Men's Singles Quarterfinals,"Simple hommes, quarts de finale","Individual masculino, quartas de final",Quarterfinals,Quarts de finale,Quartas de Final
TT,M,001,4,3,Men's Singles Round 4,"Simple hommes, tour 4","Individual masculino, rodada 4",Men's Singles Round 4,"Simple hommes, tour 4","Individual masculino, rodada 4",Round 4,Tour 4,Rodada 4
TT,M,001,5,3,Men's Singles Round 3,"Simple hommes, tour 3","Individual masculino, rodada 3",Men's Singles Round 3,"Simple hommes, tour 3","Individual masculino, rodada 3",Round 3,Tour 3,Rodada 3
TT,M,001,6,3,Men's Singles Round 2,"Simple hommes, tour 2","Individual masculino, rodada 2",Men's Singles Round 2,"Simple hommes, tour 2","Individual masculino, rodada 2",Round 2,Tour 2,Rodada 2
TT,M,001,7,3,Men's Singles Round 1,"Simple hommes, tour 1","Individual masculino, rodada 1",Men's Singles Round 1,"Simple hommes, tour 1","Individual masculino, rodada 1",Round 1,Tour 1,Rodada 1
TT,M,001,9,3,Men's Singles Preliminary Round,"Simple hommes, tour préliminaire","Individual masculino, rodada preliminar",Men's Singles Preliminary Round,"Simple hommes, tour préliminaire","Individual masculino, rodada preliminar",Preliminary Round,Tour préliminaire,Rodada preliminar
TT,M,001,M,6,Men's Singles Victory Ceremony,"Simple hommes, remise des médailles","Individual masculino, cer. premiação",Men's Singles Victory Ceremony,"Simple hommes, cérémonie de remise des médailles","Individual masculino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
TT,M,400,0,8,Men's Team,Par équipes hommes,"Competição por equipes, masculino",Men's Team,Par équipes hommes,"Competição por equipes, masculino","","",""
TT,M,400,1,3,Men's Team Finals,"Par équipes hommes, finales","Equipes masculinas, finais",Men's Team Finals,"Par équipes hommes, finales","Competição por equipes, masculino, finais",Finals,Finales,Finais
TT,M,400,2,3,Men's Team Semifinals,"Par équipes hommes, demi-finales","Equipes masculinas, semifinais",Men's Team Semifinals,"Par équipes hommes, demi-finales","Competição por equipes, masculino, semifinais",Semifinals,Demi-finales,Semifinais
TT,M,400,3,3,Men's Team Quarterfinals,"Par équipes hommes, quarts de finale","Equipes masculinas, quartas de final",Men's Team Quarterfinals,"Par équipes hommes, quarts de finale","Competição por equipes, masculino, quartas de final",Quarterfinals,Quarts de finale,Quartas
TT,M,400,9,3,Men's Team Round 1,"Par équipes hommes, tour 1","Equipes masculinas, rodada 1",Men's Team Round 1,"Par équipes hommes, tour 1","Competição por equipes, masculino, rodada 1",Round 1,Tour 1,Rodada 1
TT,M,400,M,6,Men's Team Victory Ceremony,"Par équipes hommes, remise médailles","Equipes masculinas, cer. de premiação",Men's Team Victory Ceremony,"Par équipes hommes, cérémonie de remise des médailles","Competição por equipes, masculino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
TT,M,A00,0,8,Men's Team - Match 1,Par équipes hommes - match 1,Equipes masculinas - jogo 1,Men's Team - Match 1,Par équipes hommes - match 1,"Competição por equipes, masculino - jogo 1","","",""
TT,M,A00,1,3,Men's Team Finals - Match 1,"Par équipes hommes, finales - match 1","Equipes masculinas, finais - jogo 1",Men's Team Finals - Match 1,"Par équipes hommes, finales - match 1","Competição por equipes, masculino, finais - jogo 1",Finals - Match 1,Finales,Finais - jogo 1
TT,M,A00,2,3,Men's Team Semifinals - Match 1,"Par équipes hom., demi-finales - match 1","Equipes masculinas, semifinais - jogo 1",Men's Team Semifinals - Match 1,"Par équipes hommes, demi-finales - match 1","Competição por equipes, masculino, semifinais - jogo 1",Semifinals - Match 1,Demi-finales,Semifinais - jogo 1
TT,M,A00,3,3,Men's Team Quarterfinals - Match 1,"Par équipes hom., 1/4 finale - match 1","Equipes masc, quartas de final - jogo 1",Men's Team Quarterfinals - Match 1,"Par équipes hommes, quarts de finale - match 1","Competição por equipes, masculino, quartas de final - jogo 1",Quarterfinals - Match 1,Quarts de finale,Quartas de final - jogo 1
TT,M,A00,9,3,Men's Team Round 1 - Match 1,"Par équipes hommes, tour 1 - match 1","Equipes masculinas, rodada 1 - jogo 1",Men's Team Round 1 - Match 1,"Par équipes hommes, tour 1 - match 1","Competição por equipes, masculino, rodada 1 - jogo 1",Round 1 - Match 1,Tour 1 - match 1,Rodada 1 - jogo 1
TT,M,B00,0,8,Men's Team - Match 2,Par équipes hommes - match 2,Equipes masculinas - jogo 2,Men's Team - Match 2,Par équipes hommes - match 2,"Competição por equipes, masculino - jogo 2","","",""
TT,M,B00,1,3,Men's Team Finals - Match 2,"Par équipes hommes, finales - match 2","Equipes masculinas, finais - jogo 2",Men's Team Finals - Match 2,"Par équipes hommes, finales - match 2","Competição por equipes, masculino, finais - jogo 2",Finals - Match 2,Finales,Finais - jogo 2
TT,M,B00,2,3,Men's Team Semifinals - Match 2,"Par équipes hom., demi-finales - match 2","Equipes masculinas, semifinais - jogo 2",Men's Team Semifinals - Match 2,"Par équipes hommes, demi-finales - match 2","Competição por equipes, masculino, semifinais - jogo 2",Semifinals - Match 2,Demi-finales,Semifinais - jogo 2
TT,M,B00,3,3,Men's Team Quarterfinals - Match 2,"Par équipes hom., 1/4 finale - match 2","Equipes masc, quartas de final - jogo 2",Men's Team Quarterfinals - Match 2,"Par équipes hommes, quarts de finale - match 2","Competição por equipes, masculino, quartas de final - jogo 2",Quarterfinals - Match 2,Quarts de finale,Quartas de final - jogo 2
TT,M,B00,9,3,Men's Team Round 1 - Match 2,"Par équipes hommes, tour 1 - match 2","Equipes masculinas, rodada 1 - jogo 2",Men's Team Round 1 - Match 2,"Par équipes hommes, tour 1 - match 2","Competição por equipes, masculino, rodada 1 - jogo 2",Round 1 - Match 2,Tour 1 - match 2,Rodada 1 - jogo 2
TT,M,C00,0,8,Men's Team - Match 3,Par équipes hommes - match 3,Equipes masculinas - jogo 3,Men's Team - Match 3,Par équipes hommes - match 3,"Competição por equipes, masculino - jogo 3","","",""
TT,M,C00,1,3,Men's Team Finals - Match 3,"Par équipes hommes, finales - match 3","Equipes masculinas, finais - jogo 3",Men's Team Finals - Match 3,"Par équipes hommes, finales - match 3","Competição por equipes, masculino, finais - jogo 3",Finals - Match 3,Finales,Finais - jogo 3
TT,M,C00,2,3,Men's Team Semifinals - Match 3,"Par équipes hom., demi-finales - match 3","Equipes masculinas, semifinais - jogo 3",Men's Team Semifinals - Match 3,"Par équipes hommes, demi-finales - match 3","Competição por equipes, masculino, semifinais - jogo 3",Semifinals - Match 3,Demi-finales,Semifinais - jogo 3
TT,M,C00,3,3,Men's Team Quarterfinals - Match 3,"Par équipes hom., 1/4 finale - match 3","Equipes masc, quartas de final - jogo 3",Men's Team Quarterfinals - Match 3,"Par équipes hommes, quarts de finale - match 3","Competição por equipes, masculino, quartas de final - jogo 3",Quarterfinals - Match 3,Quarts de finale,Quartas de final - jogo 3
TT,M,C00,9,3,Men's Team Round 1 - Match 3,"Par équipes hommes, tour 1 - match 3","Equipes masculinas, rodada 1 - jogo 3",Men's Team Round 1 - Match 3,"Par équipes hommes, tour 1 - match 3","Competição por equipes, masculino, rodada 1 - jogo 3",Round 1 - Match 3,Tour 1 - match 3,Rodada 1 - jogo 3
TT,M,D00,0,8,Men's Team - Match 4,Par équipes hommes - match 4,Equipes masculinas - jogo 4,Men's Team - Match 4,Par équipes hommes - match 4,"Competição por equipes, masculino - jogo 4","","",""
TT,M,D00,1,3,Men's Team Finals - Match 4,"Par équipes hommes, finales - match 4","Equipes masculinas, finais - jogo 4",Men's Team Finals - Match 4,"Par équipes hommes, finales - match 4","Competição por equipes, masculino, finais - jogo 4",Finals - Match 4,Finales,Finais - jogo 4
TT,M,D00,2,3,Men's Team Semifinals - Match 4,"Par équipes hom., demi-finales - match 4","Equipes masculinas, semifinais - jogo 4",Men's Team Semifinals - Match 4,"Par équipes hommes, demi-finales - match 4","Competição por equipes, masculino, semifinais - jogo 4",Semifinals - Match 4,Demi-finales,Semifinais - jogo 4
TT,M,D00,3,3,Men's Team Quarterfinals - Match 4,"Par équipes hom., 1/4 finale - match 4","Equipes masc, quartas de final - jogo 4",Men's Team Quarterfinals - Match 4,"Par équipes hommes, quarts de finale - match 4","Competição por equipes, masculino, quartas de final - jogo 4",Quarterfinals - Match 4,Quarts de finale,Quartas de final - jogo 4
TT,M,D00,9,3,Men's Team Round 1 - Match 4,"Par équipes hommes, tour 1 - match 4","Equipes masculinas, rodada 1 - jogo 4",Men's Team Round 1 - Match 4,"Par équipes hommes, tour 1 - match 4","Competição por equipes, masculino, rodada 1 - jogo 4",Round 1 - Match 4,Tour 1 - match 4,Rodada 1 - jogo 4
TT,M,E00,0,8,Men's Team - Match 5,Par équipes hommes - match 5,Equipes masculinas - jogo 5,Men's Team - Match 5,Par équipes hommes - match 5,"Competição por equipes, masculino - jogo 5","","",""
TT,M,E00,1,3,Men's Team Finals - Match 5,"Par équipes hommes, finales - match 5","Equipes masculinas, finais - jogo 5",Men's Team Finals - Match 5,"Par équipes hommes, finales - match 5","Competição por equipes, masculino, finais - jogo 5",Finals - Match 5,Finales,Finais - jogo 5
TT,M,E00,2,3,Men's Team Semifinals - Match 5,"Par équipes hom., demi-finales - match 5","Equipes masculinas, semifinais - jogo 5",Men's Team Semifinals - Match 5,"Par équipes hommes, demi-finales - match 5","Competição por equipes, masculino, semifinais - jogo 5",Semifinals - Match 5,Demi-finales,Semifinais - jogo 5
TT,M,E00,3,3,Men's Team Quarterfinals - Match 5,"Par équipes hom., 1/4 finale - match 5","Equipes masc, quartas de final - jogo 5",Men's Team Quarterfinals - Match 5,"Par équipes hommes, quarts de finale - match 5","Competição por equipes, masculino, quartas de final - jogo 5",Quarterfinals - Match 5,Quarts de finale,Quartas de final - jogo 5
TT,M,E00,9,3,Men's Team Round 1 - Match 5,"Par équipes hommes, tour 1 - match 5","Equipes masculinas, rodada 1 - jogo 5",Men's Team Round 1 - Match 5,"Par équipes hommes, tour 1 - match 5","Competição por equipes, masculino, rodada 1 - jogo 5",Round 1 - Match 5,Tour 1 - match 5,Rodada 1 - jogo 5
TT,W,000,0,8,Women,Femmes,Feminino,Women,Femmes,Feminino,"","",""
TT,W,001,0,8,Women's Singles,Simple femmes,Individual feminino,Women's Singles,Simple femmes,Individual feminino,"","",""
TT,W,001,1,3,Women's Singles Finals,"Simple femmes, finales","Individual feminino, finais",Women's Singles Finals,"Simple femmes, finales","Individual feminino, finais",Finals,Finales,Finais
TT,W,001,2,3,Women's Singles Semifinals,"Simple femmes, demi-finales","Individual feminino, semifinais",Women's Singles Semifinals,"Simple femmes, demi-finales","Individual feminino, semifinais",Semifinals,Demi-finales,Semifinais
TT,W,001,3,3,Women's Singles Quarterfinals,"Simple femmes, quarts de finale","Individual feminino, quartas de final",Women's Singles Quarterfinals,"Simple femmes, quarts de finale","Individual feminino, quartas de final",Quarterfinals,Quarts de finale,Quartas de Final
TT,W,001,4,3,Women's Singles Round 4,"Simple femmes, tour 4","Individual feminino, rodada 4",Women's Singles Round 4,"Simple femmes, tour 4","Individual feminino, rodada 4",Round 4,Tour 4,Rodada 4
TT,W,001,5,3,Women's Singles Round 3,"Simple femmes, tour 3","Individual feminino, rodada 3",Women's Singles Round 3,"Simple femmes, tour 3","Individual feminino, rodada 3",Round 3,Tour 3,Rodada 3
TT,W,001,6,3,Women's Singles Round 2,"Simple femmes, tour 2","Individual feminino, rodada 2",Women's Singles Round 2,"Simple femmes, tour 2","Individual feminino, rodada 2",Round 2,Tour 2,Rodada 2
TT,W,001,7,3,Women's Singles Round 1,"Simple femmes, tour 1","Individual feminino, rodada 1",Women's Singles Round 1,"Simple femmes, tour 1","Individual feminino, rodada 1",Round 1,Tour 1,Rodada 1
TT,W,001,9,3,Women's Singles Preliminary Round,"Simple femmes, tour préliminaire","Individual feminino, rodada preliminar",Women's Singles Preliminary Round,"Simple femmes, tour préliminaire","Individual feminino, rodada preliminar",Preliminary Round,Tour préliminaire,Rodada preliminar
TT,W,001,M,6,Women's Singles Victory Ceremony,"Simple femmes, remise des médailles","Individual feminino, cer. premiação",Women's Singles Victory Ceremony,"Simple femmes, cérémonie de remise des médailles","Individual feminino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
TT,W,400,0,8,Women's Team,Par équipes femmes,"Competição por equipes, feminino",Women's Team,Par équipes femmes,"Competição por equipes, feminino","","",""
TT,W,400,1,3,Women's Team Finals,"Par équipes femmes, finales","Equipes femininas, finais",Women's Team Finals,"Par équipes femmes, finales","Competição por equipes, feminino, finais",Finals,Finales,Finais
TT,W,400,2,3,Women's Team Semifinals,"Par équipes femmes, demi-finales","Equipes femininas, semifinais",Women's Team Semifinals,"Par équipes femmes, demi-finales","Competição por equipes, feminino, semifinais",Semifinals,Demi-finales,Semifinais
TT,W,400,3,3,Women's Team Quarterfinals,"Par équipes femmes, quarts de finale","Equipes femininas, quartas de final",Women's Team Quarterfinals,"Par équipes femmes, quarts de finale","Competição por equipes, feminino, quartas de final",Quarterfinals,Quarts de finale,Quartas
TT,W,400,9,3,Women's Team Round 1,"Par équipes femmes, tour 1","Equipes femininas, rodada 1",Women's Team Round 1,"Par équipes femmes, tour 1","Competição por equipes, feminino, rodada 1",Round 1,Tour 1,Rodada 1
TT,W,400,M,6,Women's Team Victory Ceremony,"Par équipes femmes, remise médailles","Equipes femininas, cer. premiação",Women's Team Victory Ceremony,"Par équipes femmes, cérémonie de remise des médailles","Competição por equipes, feminino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
TT,W,A00,0,8,Women's Team - Match 1,Par équipes femmes - match 1,Equipes femininas - jogo 1,Women's Team - Match 1,Par équipes femmes - match 1,"Competição por equipes, feminino - jogo 1","","",""
TT,W,A00,1,3,Women's Team Finals - Match 1,"Par équipes femmes, finales - match 1","Equipes femininas, finais - jogo 1",Women's Team Finals - Match 1,"Par équipes femmes, finales - match 1","Competição por equipes, feminino, finais - jogo 1",Finals - Match 1,Finales,Finais - jogo 1
TT,W,A00,2,3,Women's Team Semifinals - Match 1,"Par équipes fem., demi-finales - match 1","Equipes femininas, semifinais - jogo 1",Women's Team Semifinals - Match 1,"Par équipes femmes, demi-finales - match 1","Competição por equipes, feminino, semifinais - jogo 1",Semifinals - Match 1,Demi-finales,Semifinais - jogo 1
TT,W,A00,3,3,Women's Team Quarterfinals - Match 1,"Par équipes fem., 1/4 finale - match 1","Equipes fem, quartas de final - jogo 1",Women's Team Quarterfinals - Match 1,"Par équipes femmes, quarts de finale - match 1","Competição por equipes, feminino, quartas de final - jogo 1",Quarterfinals - Match 1,Quarts de finale,Quartas de final - jogo 1
TT,W,A00,9,3,Women's Team Round 1 - Match 1,"Par équipes femmes, tour 1 - match 1","Equipes femininas, rodada 1 - jogo 1",Women's Team Round 1 - Match 1,"Par équipes femmes, tour 1 - match 1","Competição por equipes, feminino, rodada 1 - jogo 1",Round 1 - Match 1,Tour 1 - match 1,Rodada 1 - jogo 1
TT,W,B00,0,8,Women's Team - Match 2,Par équipes femmes - match 2,Equipes femininas - jogo 2,Women's Team - Match 2,Par équipes femmes - match 2,"Competição por equipes, feminino - jogo 2","","",""
TT,W,B00,1,3,Women's Team Finals - Match 2,"Par équipes femmes, finales - match 2","Equipes femininas, finais - jogo 2",Women's Team Finals - Match 2,"Par équipes femmes, finales - match 2","Competição por equipes, feminino, finais - jogo 2",Finals - Match 2,Finales,Finais - jogo 2
TT,W,B00,2,3,Women's Team Semifinals - Match 2,"Par équipes fem., demi-finales - match 2","Equipes femininas, semifinais - jogo 2",Women's Team Semifinals - Match 2,"Par équipes femmes, demi-finales - match 2","Competição por equipes, feminino, semifinais - jogo 2",Semifinals - Match 2,Demi-finales,Semifinais - jogo 2
TT,W,B00,3,3,Women's Team Quarterfinals - Match 2,"Par équipes fem., 1/4 finale - match 2","Equipes fem, quartas de final - jogo 2",Women's Team Quarterfinals - Match 2,"Par équipes femmes, quarts de finale - match 2","Competição por equipes, feminino, quartas de final - jogo 2",Quarterfinals - Match 2,Quarts de finale,Quartas de final - jogo 2
TT,W,B00,9,3,Women's Team Round 1 - Match 2,"Par équipes femmes, tour 1 - match 2","Equipes femininas, rodada 1 - jogo 2",Women's Team Round 1 - Match 2,"Par équipes femmes, tour 1 - match 2","Competição por equipes, feminino, rodada 1 - jogo 2",Round 1 - Match 2,Tour 1 - match 2,Rodada 1 - jogo 2
TT,W,C00,0,8,Women's Team - Match 3,Par équipes femmes - match 3,Equipes femininas - jogo 3,Women's Team - Match 3,Par équipes femmes - match 3,"Competição por equipes, feminino - jogo 3","","",""
TT,W,C00,1,3,Women's Team Finals - Match 3,"Par équipes femmes, finales - match 3","Equipes femininas, finais - jogo 3",Women's Team Finals - Match 3,"Par équipes femmes, finales - match 3","Competição por equipes, feminino, finais - jogo 3",Finals - Match 3,Finales,Finais - jogo 3
TT,W,C00,2,3,Women's Team Semifinals - Match 3,"Par équipes fem., demi-finales - match 3","Equipes femininas, semifinais - jogo 3",Women's Team Semifinals - Match 3,"Par équipes femmes, demi-finales - match 3","Competição por equipes, feminino, semifinais - jogo 3",Semifinals - Match 3,Demi-finales,Semifinais - jogo 3
TT,W,C00,3,3,Women's Team Quarterfinals - Match 3,"Par équipes fem., 1/4 finale - match 3","Equipes fem, quartas de final - jogo 3",Women's Team Quarterfinals - Match 3,"Par équipes femmes, quarts de finale - match 3","Competição por equipes, feminino, quartas de final - jogo 3",Quarterfinals - Match 3,Quarts de finale,Quartas de final - jogo 3
TT,W,C00,9,3,Women's Team Round 1 - Match 3,"Par équipes femmes, tour 1 - match 3","Equipes femininas, rodada 1 - jogo 3",Women's Team Round 1 - Match 3,"Par équipes femmes, tour 1 - match 3","Competição por equipes, feminino, rodada 1 - jogo 3",Round 1 - Match 3,Tour 1 - match 3,Rodada 1 - jogo 3
TT,W,D00,0,8,Women's Team - Match 4,Par équipes femmes - match 4,Equipes femininas - jogo 4,Women's Team - Match 4,Par équipes femmes - match 4,"Competição por equipes, feminino - jogo 4","","",""
TT,W,D00,1,3,Women's Team Finals - Match 4,"Par équipes femmes, finales - match 4","Equipes femininas, finais - jogo 4",Women's Team Finals - Match 4,"Par équipes femmes, finales - match 4","Competição por equipes, feminino, finais - jogo 4",Finals - Match 4,Finales,Finais - jogo 4
TT,W,D00,2,3,Women's Team Semifinals - Match 4,"Par équipes fem., demi-finales - match 4","Equipes femininas, semifinais - jogo 4",Women's Team Semifinals - Match 4,"Par équipes femmes, demi-finales - match 4","Competição por equipes, feminino, semifinais - jogo 4",Semifinals - Match 4,Demi-finales,Semifinais - jogo 4
TT,W,D00,3,3,Women's Team Quarterfinals - Match 4,"Par équipes fem., 1/4 finale - match 4","Equipes fem, quartas de final - jogo 4",Women's Team Quarterfinals - Match 4,"Par équipes femmes, quarts de finale - match 4","Competição por equipes, feminino, quartas de final - jogo 4",Quarterfinals - Match 4,Quarts de finale,Quartas de final - jogo 4
TT,W,D00,9,3,Women's Team Round 1 - Match 4,"Par équipes femmes, tour 1 - match 4","Equipes femininas, rodada 1 - jogo 4",Women's Team Round 1 - Match 4,"Par équipes femmes, tour 1 - match 4","Competição por equipes, feminino, rodada 1 - jogo 4",Round 1 - Match 4,Tour 1 - match 4,Rodada 1 - jogo 4
TT,W,E00,0,8,Women's Team - Match 5,Par équipes femmes - match 5,Equipes femininas - jogo 5,Women's Team - Match 5,Par équipes femmes - match 5,"Competição por equipes, feminino - jogo 5","","",""
TT,W,E00,1,3,Women's Team Finals - Match 5,"Par équipes femmes, finales - match 5","Equipes femininas, finais - jogo 5",Women's Team Finals - Match 5,"Par équipes femmes, finales - match 5","Competição por equipes, feminino, finais - jogo 5",Finals - Match 5,Finales,Finais - jogo 5
TT,W,E00,2,3,Women's Team Semifinals - Match 5,"Par équipes fem., demi-finales - match 5","Equipes femininas, semifinais - jogo 5",Women's Team Semifinals - Match 5,"Par équipes femmes, demi-finales - match 5","Competição por equipes, feminino, semifinais - jogo 5",Semifinals - Match 5,Demi-finales,Semifinais - jogo 5
TT,W,E00,3,3,Women's Team Quarterfinals - Match 5,"Par équipes fem., 1/4 finale - match 5","Equipes fem, quartas de final - jogo 5",Women's Team Quarterfinals - Match 5,"Par équipes femmes, quarts de finale - match 5","Competição por equipes, feminino, quartas de final - jogo 5",Quarterfinals - Match 5,Quarts de finale,Quartas de final - jogo 5
TT,W,E00,9,3,Women's Team Round 1 - Match 5,"Par équipes femmes, tour 1 - match 5","Equipes femininas, rodada 1 - jogo 5",Women's Team Round 1 - Match 5,"Par équipes femmes, tour 1 - match 5","Competição por equipes, feminino, rodada 1 - jogo 5",Round 1 - Match 5,Tour 1 - match 5,Rodada 1 - jogo 5
UT,0,ART,0,8,Archery Training,Entraînement de tir à l'arc,Treinamento de tiro com arco,Archery Training,Entraînement de tir à l'arc,Treinamento de tiro com arco,,,
UT,0,ATT,0,8,Athletics Training,Entraînement d'athlétisme,Treinamento de atletismo,Athletics Training,Entraînement d'athlétisme,Treinamento de atletismo,,,
UT,0,BDT,0,8,Badminton Training,Entraînement de badminton,Treinamento de badminton,Badminton Training,Entraînement de badminton,Treinamento de badminton,,,
UT,0,BKT,0,8,Basketball Training,Entraînement de basketball,Treinamento de basquetebol,Basketball Training,Entraînement de basketball,Treinamento de basquetebol,,,
UT,0,BVT,0,8,Beach Volleyball Training,Entraînement de volleyball de plage,Treinamento de vôlei de praia,Beach Volleyball Training,Entraînement de volleyball de plage,Treinamento de vôlei de praia,,,
UT,0,BXT,0,8,Boxing Training,Entraînement de boxe,Treinamento de boxe,Boxing Training,Entraînement de boxe,Treinamento de boxe,,,
UT,0,CBT,0,8,Cycling BMX Training,Entraînement de BMX,Treinamento de BMX,Cycling BMX Training,Entraînement de BMX,Treinamento de BMX,,,
UT,0,CFT,0,8,Canoe Sprint Racing Training,"Entraînement de canoë-kayak, ligne",Treinamento de canoagem velocidade,Canoe Sprint Racing Training,"Entraînement de canoë-kayak, course en ligne",Treinamento de canoagem velocidade,,,
UT,0,CMT,0,8,Cycling Mountain Bike Training,Entraînement de cyclisme mountain bike,Treinamento de ciclismo mountain bike,Cycling Mountain Bike Training,Entraînement de cyclisme mountain bike,Treinamento de ciclismo mountain bike,,,
UT,0,CRT,0,8,Cycling Road Training,Entraînement de cyclisme sur route,Treinamento de ciclismo de estrada,Cycling Road Training,Entraînement de cyclisme sur route,Treinamento de ciclismo de estrada,,,
UT,0,CST,0,8,Canoe Slalom Racing Training,"Entraînement de canoë-kayak, slalom",Treinamento de canoagem slalom,Canoe Slalom Racing Training,"Entraînement de canoë-kayak, slalom",Treinamento de canoagem slalom,,,
UT,0,CTT,0,8,Cycling Track Training,Entraînement de cyclisme sur piste,Treinamento de ciclismo de pista,Cycling Track Training,Entraînement de cyclisme sur piste,Treinamento de ciclismo de pista,,,
UT,0,DVT,0,8,Diving Training,Entraînement de plongeon,Treinamento de saltos ornamentais,Diving Training,Entraînement de plongeon,Treinamento de saltos ornamentais,,,
UT,0,EQT,0,8,Equestrian Training,Entraînement de sports équestres,Treinamento de hipismo,Equestrian Training,Entraînement de sports équestres,Treinamento de hipismo,,,
UT,0,FBT,0,8,Football Training,Entraînement de football,Treinamento de futebol ,Football Training,Entraînement de football,Treinamento de futebol ,,,
UT,0,FET,0,8,Fencing Training,Entraînement d'escrime,Treinamento de esgrima,Fencing Training,Entraînement d'escrime,Treinamento de esgrima,,,
UT,0,GAT,0,8,Artistic Gymnastics Training,Entraînement de gymnastique artistique,Treinamento de ginástica artística,Artistic Gymnastics Training,Entraînement de gymnastique artistique,Treinamento de ginástica artística,,,
UT,0,GOT,0,8,Golf Training,Entraînement de golf,Treinamento de golfe,Golf Training,Entraînement de golf,Treinamento de golfe,,,
UT,0,GRT,0,8,Rhythmic Gymnastics Training,Entraînement de gymnastique rythmique,Treinamento de ginástica rítmica,Rhythmic Gymnastics Training,Entraînement de gymnastique rythmique,Treinamento de ginástica rítmica,,,
UT,0,GTT,0,8,Trampoline Gymnastics Training,Entraînement de trampoline,Treinamento de ginástica de trampolim,Trampoline Gymnastics Training,Entraînement de trampoline,Treinamento de ginástica de trampolim,,,
UT,0,HBT,0,8,Handball Training,Entraînement de handball,Treinamento de handebol,Handball Training,Entraînement de handball,Treinamento de handebol,,,
UT,0,HOT,0,8,Hockey Training,Entraînement de hockey,Treinamento de hóquei sobre grama,Hockey Training,Entraînement de hockey,Treinamento de hóquei sobre grama,,,
UT,0,JUT,0,8,Judo Training,Entraînement de judo,Treinamento de judô,Judo Training,Entraînement de judo,Treinamento de judô,,,
